-7.59,-9.41
-7.75,-9.43
-7.91,-9.45
-8.07,-9.51
-8.22,-9.53
-8.37,-9.54
-8.51,-9.61
-8.67,-9.67
-8.81,-9.72
-8.97,-9.75
-9.14,-9.77
-9.31,-9.80
-9.46,-9.83
-9.61,-9.87
-9.78,-9.89
-9.94,-9.91
-10.08,-9.95
-10.23,-10.00
-10.38,-10.03
-10.55,-10.01
-10.72,-10.00
-10.88,-10.01
-11.05,-10.03
-11.21,-10.05
-11.37,-10.07
-11.52,-10.08
-11.68,-10.09
-11.84,-10.11
-12.01,-10.13
-12.18,-10.16
-12.33,-10.18
-12.34,-10.02
-12.33,-9.87
-12.34,-9.70
-12.37,-9.53
-12.41,-9.39
-12.46,-9.23
-12.49,-9.06
-12.50,-8.89
-12.53,-8.72
-12.56,-8.55
-12.60,-8.38
-12.63,-8.21
-12.68,-8.04
-12.72,-7.89
-12.79,-7.75
-12.85,-7.59
-12.85,-7.43
-12.85,-7.26
-12.87,-7.10
-12.89,-6.94
-12.92,-6.78
-12.93,-6.61
-12.93,-6.46
-12.95,-6.30
-12.97,-6.15
-12.99,-5.98
-13.00,-5.81
-13.02,-5.66
-13.05,-5.51
-13.08,-5.36
-13.11,-5.20
-13.12,-5.04
-13.14,-4.89
-13.17,-4.71
-13.17,-4.56
-13.19,-4.41
-13.20,-4.25
-13.23,-4.08
-13.25,-3.92
-13.15,-3.81
-13.17,-3.66
-13.18,-3.50
-13.20,-3.34
-13.25,-3.19
-13.40,-3.12
-13.56,-3.07
-13.72,-3.04
-13.87,-2.98
-13.91,-2.82
-13.95,-2.68
-13.96,-2.50
-13.97,-2.35
-13.98,-2.19
-14.00,-2.02
-14.02,-1.85
-14.15,-1.64
-14.25,-1.48
-14.33,-1.34
-14.39,-1.18
-14.33,-1.04
-14.23,-0.90
-14.12,-0.80
-13.98,-0.72
-13.84,-0.63
-13.71,-0.52
-13.58,-0.44
-13.45,-0.35
-13.43,-0.19
-13.44,-0.01
-13.47,0.13
-13.49,0.29
-13.56,0.45
-13.62,0.60
-13.65,0.77
-13.66,0.95
-13.67,1.13
-13.68,1.30
-13.70,1.47
-13.73,1.63
-13.78,1.80
-13.82,1.97
-13.82,2.13
-13.84,2.28
-13.85,2.46
-13.83,2.63
-13.85,2.80
-13.88,2.96
-13.90,3.12
-13.92,3.28
-13.98,3.44
-14.07,3.57
-14.11,3.73
-14.16,3.88
-14.15,4.06
-14.16,4.21
-14.14,4.38
-14.13,4.56
-14.08,4.71
-14.01,4.85
-13.92,4.99
-13.81,5.12
-13.66,5.20
-13.55,5.32
-13.41,5.40
-13.27,5.48
-13.16,5.58
-13.03,5.70
-12.92,5.80
-12.79,5.93
-12.64,5.96
-12.48,6.00
-12.33,6.07
-12.21,6.16
-12.06,6.25
-11.90,6.27
-11.76,6.33
-11.57,6.36
-11.42,6.37
-11.27,6.38
-11.08,6.37
-10.92,6.38
-10.76,6.38
-10.59,6.40
-10.42,6.43
-10.25,6.45
-10.08,6.51
-9.93,6.56
-9.76,6.60
-9.59,6.62
-9.44,6.66
-9.27,6.67
-9.12,6.71
-8.98,6.60
-8.89,6.46
-8.83,6.30
-8.74,6.16
-8.67,6.01
-8.68,5.85
-8.69,5.69
-8.58,5.57
-8.46,5.47
-8.40,5.33
-8.37,5.16
-8.32,4.99
-8.30,4.82
-8.29,4.66
-8.28,4.50
-8.30,4.34
-8.26,4.16
-8.22,4.00
-8.17,3.85
-8.25,3.70
-8.24,3.55
-8.23,3.38
-8.19,3.23
-8.19,3.08
-8.18,2.92
-8.16,2.77
-8.12,2.62
-8.08,2.46
-8.03,2.29
-7.98,2.11
-7.96,1.96
-7.96,1.79
-7.92,1.63
-7.84,1.49
-7.79,1.33
-7.73,1.18
-7.70,1.03
-7.66,0.88
-7.62,0.73
-7.63,0.58
-7.59,0.43
-7.49,0.31
-7.45,0.16
-7.52,-0.01
-7.49,-0.18
-7.48,-0.34
-7.52,-0.49
-7.57,-0.64
-7.57,-0.80
-7.60,-0.96
-7.65,-1.10
-7.67,-1.26
-7.67,-1.42
-7.66,-1.61
-7.66,-1.76
-7.68,-1.92
-7.67,-2.07
-7.64,-2.23
-7.58,-2.38
-7.58,-2.53
-7.54,-2.69
-7.51,-2.85
-7.49,-3.04
-7.49,-3.19
-7.50,-3.36
-7.57,-3.53
-7.59,-3.70
-7.56,-3.88
-7.62,-4.04
-7.63,-4.21
-7.66,-4.39
-7.67,-4.56
-7.63,-4.70
-7.66,-4.87
-7.68,-5.04
-7.67,-5.19
-7.61,-5.39
-7.62,-5.55
-7.63,-5.73
-7.59,-5.89
-7.56,-6.05
-7.55,-6.20
-7.51,-6.37
-7.52,-6.54
-7.52,-6.71
-7.51,-6.88
-7.53,-7.05
-7.52,-7.22
-7.52,-7.38
-7.52,-7.55
-7.54,-7.71
-7.54,-7.86
-7.55,-8.02
-7.54,-8.18
-7.60,-8.34
-7.64,-8.49
-7.62,-8.66
-7.66,-8.83
-7.71,-8.99
-7.77,-9.17
