Id,Time[ns],0:UART: RX/TX
1184,546534300.00,[A3]
1185,546548700.00,T
1186,546560900.00,[0A]
1187,546573100.00,[1D]
1188,546586400.00,'
1189,546597600.00,#
1190,546608700.00,A
1191,546619800.00,-
1192,546630900.00,#
1193,546642000.00,-
1194,546653200.00,[13]
1195,546664400.00,[E5]
1196,546679000.00,[8D]
1197,546693400.00,[94]
1198,546704500.00,[94]
1199,546716700.00,[8A]
1200,546727800.00,z
1201,546742200.00,7
1202,546753300.00,-
1203,546764400.00,[19]
1204,546775600.00,[1D]
1205,546786700.00,;
1206,546797900.00,'
1207,546809000.00,5
1208,546820100.00,3
1209,546831200.00,[83]
1210,546842000.00,[CA]
1211,546857000.00,[0D]
1212,547890900.00,N
1213,547902000.00,H
1214,547914200.00,[A4]
1215,547926200.00,[D1]
1216,547939700.00,[14]
1217,547951900.00,:
1218,547963000.00,:
1219,547977300.00,'
1220,547988500.00,!
1221,547999700.00,[1D]
1222,548010800.00,7
1223,548022000.00,[87]
1224,548033000.00,7
1225,548044200.00,7
1226,548055300.00,[1B]
1227,548066400.00,9
1228,548077600.00,[87]
1229,548088700.00,[19]
1230,548099900.00,[1B]
1231,548111000.00,9
1232,548122100.00,A
1233,548133200.00,[1D]
1234,548144300.00,3
1235,548155500.00,3
1236,548166600.00,[1B]
1237,548177800.00,[8B]
1238,548188900.00,[87]
1239,548200000.00,[C0]
1240,548212800.00,4
1241,548225200.00,[AA]
1242,548236300.00,:
1243,548250700.00,[87]
1244,548261800.00,[A7]
1245,548273000.00,[83]
1246,548284200.00,#
1247,548295300.00,!
1248,548306400.00,[0D]
1249,548317500.00,7
1250,548328600.00,A
1251,548339800.00,[1D]
1252,548351000.00,7
1253,548362100.00,3
1254,548373200.00,[1B]
1255,548384300.00,[8B]
1256,548395400.00,[87]
1257,548406600.00,[80]
1258,548419000.00,[D8]
1259,548429600.00,[98]
1260,548440100.00,[B3]
1261,548455500.00,[EA]
1262,548470000.00,[0D]
1263,548481100.00,[9B]
1264,548492200.00,[87]
1265,548503400.00,[A7]
1266,548514600.00,[87]
1267,548525700.00,[19]
1268,548536900.00,[1B]
1269,548548000.00,9
1270,548559100.00,A
1271,548570300.00,'
1272,548581400.00,5
1273,548592500.00,#
1274,548603600.00,[8B]
1275,548614700.00,[87]
1276,548625900.00,[8D]
1277,548637000.00,[9B]
1278,548648100.00,[87]
1279,548659200.00,[E5]
1280,548673800.00,[1D]
1281,549256100.00,R
1282,549269000.00,[97]
1283,549280100.00,[97]
1284,549290600.00,[AB]
1285,549302200.00,[98]
1286,549315100.00,k
1287,549329500.00,[CD]
1288,549340400.00,[85]
1289,549351700.00,[15]
1290,549362800.00,[1D]
1291,549376100.00,[ED]
1292,549389600.00,a
1293,549400800.00,a
1294,549413500.00,[92]
1295,549424700.00,[93]
1296,549435200.00,[A3]
1297,549451800.00,m
1298,549465100.00,5
1299,549476200.00,'
1300,549487400.00,5
1301,549498500.00,[1D]
1302,549509600.00,[19]
1303,549520700.00,5
1304,549531800.00,A
1305,549543000.00,-
1306,549554100.00,#
1307,549565300.00,3
1308,549576400.00,!
1309,549587500.00,[85]
1310,549598600.00,[85]
1311,549609700.00,[E5]
1312,549624400.00,[8D]
1313,549637600.00,[EA]
1314,549651400.00,[9A]
1315,549662300.00,[DA]
1316,549674300.00,[1D]
1317,549687600.00,m
1318,549698700.00,c
1319,549709800.00,s
1320,549720900.00,a
1321,549732000.00,E
1322,549743300.00,[87]
1323,549754400.00,[ED]
1324,549769000.00,[AA]
1325,549781200.00,[D3]
1326,549794500.00,[95]
1327,549805700.00,[D5]
1328,549819000.00,[85]
1329,549830100.00,[8D]
1330,549841300.00,-
1331,549854500.00,[ED]
1332,549869800.00,[93]
1333,549881300.00,[D3]
1334,549894600.00,T
1335,549906800.00,:
1336,549918000.00,[0A]
1337,549929100.00,:
1338,549943500.00,[E5]
1339,549958000.00,[8D]
1340,549971300.00,[EA]
1341,549984900.00,[9A]
1342,549996100.00,[DA]
1343,550008000.00,[1D]
1344,550021300.00,m
1345,550032600.00,c
1346,550043700.00,s
1347,550054800.00,a
1348,550065900.00,E
1349,550077000.00,[87]
1350,550088100.00,m
1351,550102700.00,[A3]
1352,550115000.00,U
1353,550127100.00,[EB]
1354,550141500.00,[DD]
1355,550152400.00,i
1356,550166000.00,[ED]
1357,550179600.00,;
1358,550191900.00,[B3]
1359,550203700.00,[98]
1360,550214200.00,[B3]
1361,550225300.00,[B3]
1362,550237500.00,[DA]
1363,550248100.00,[98]
1364,550259800.00,Y
1365,550270900.00,Z
1366,550283500.00,[AC]
1367,550294700.00,[AC]
1368,550307500.00,[DB]
1369,550321900.00,[87]
1370,550333000.00,[8B]
1371,550344200.00,[87]
1372,550355300.00,[8D]
1373,550366500.00,[E5]
1374,550381200.00,[8D]
1375,550394500.00,[EA]
1376,550408300.00,[BA]
1377,550419300.00,[DA]
1378,550431200.00,[1D]
1379,550444500.00,m
1380,550455800.00,c
1381,550466900.00,s
1382,550478000.00,a
1383,550489100.00,E
1384,550500200.00,[87]
1385,550511300.00,[ED]
1386,550524900.00,\
1387,550536000.00,[
1388,550549000.00,[95]
1389,550560000.00,[98]
1390,550574600.00,[0A]
1391,550587000.00,[95]
1392,550598200.00,[95]
1393,550609300.00,[B5]
1394,550620400.00,]
1395,550631500.00,-
1396,550644800.00,[ED]
1397,550660000.00,[99]
1398,550674700.00,[EA]
1399,550689300.00,[87]
1400,550700400.00,[95]
1401,550711500.00,[9D]
1402,550722700.00,[95]
1403,550733800.00,[99]
1404,550744900.00,[97]
1405,550756000.00,9
1406,550767200.00,[9D]
1407,550778300.00,[93]
1408,550789400.00,[9D]
1409,550800500.00,[93]
1410,550811700.00,[1D]
1411,550822800.00,9
1412,550834000.00,5
1413,550845100.00,[8D]
1414,550856200.00,[9B]
1415,550867300.00,[87]
1416,550878400.00,3
1417,550889600.00,7
1418,550900700.00,[1D]
1419,550911900.00,[1D]
1420,550923000.00,[87]
1421,550934100.00,[87]
1422,550945200.00,[87]
1423,550956400.00,9
1424,550967500.00,[93]
1425,550978600.00,3
1426,550989700.00,;
1427,551000900.00,[91]
1428,551012000.00,[9D]
1429,551023100.00,[91]
1430,551034300.00,9
1431,551045400.00,[9D]
1432,551056500.00,3
1433,551067600.00,;
1434,551078800.00,[91]
1435,551089900.00,[97]
1436,551101100.00,[E5]
1437,551115800.00,[9D]
1438,551129100.00,[EA]
1439,551142800.00,[BA]
1440,551153900.00,[DA]
1441,551165800.00,[1D]
1442,551179100.00,m
1443,551190400.00,c
1444,551201500.00,s
1445,551212600.00,a
1446,551223700.00,E
1447,551235000.00,[87]
1448,551246100.00,[ED]
1449,551259700.00,\
1450,551270800.00,[
1451,551283700.00,[95]
1452,551294900.00,[98]
1453,551306100.00,[95]
1454,551318600.00,[AB]
1455,551333000.00,[D5]
1456,551343500.00,Z
1457,551357400.00,m
1458,551370900.00,T
1459,551382000.00,M
1460,551394700.00,[82]
1461,551406000.00,[9A]
1462,551416800.00,[B0]
1463,551427600.00,[B3]
1464,551439400.00,[98]
1465,551450300.00,[B0]
1466,551463800.00,d
1467,551479700.00,[1B]
1468,551490900.00,[87]
1469,551502000.00,[9B]
1470,551513200.00,[87]
1471,551524300.00,[9B]
1472,551535400.00,[9B]
1473,551546500.00,[87]
1474,551557600.00,[9D]
1475,551568800.00,[87]
1476,551579900.00,[8B]
1477,551591000.00,[9B]
1478,551602100.00,[87]
1479,551613300.00,[8B]
1480,551624400.00,[97]
1481,551635600.00,[8D]
1482,551646700.00,[87]
1483,551657800.00,[A9]
1484,551668900.00,[87]
1485,551680000.00,[87]
1486,551691200.00,[87]
1487,551702400.00,[87]
1488,551713500.00,[E5]
1489,551728300.00,[9D]
1490,551741600.00,[EA]
1491,551755200.00,[BA]
1492,551766300.00,[DA]
1493,551778200.00,[1D]
1494,551791500.00,m
1495,551802800.00,c
1496,551813900.00,s
1497,551825000.00,a
1498,551836100.00,E
1499,551847400.00,[87]
1500,551858500.00,[ED]
1501,551872100.00,a
1502,551883200.00,a
1503,551896300.00,[93]
1504,551907300.00,[93]
1505,551917700.00,[A3]
1506,551934300.00,[CD]
1507,551947600.00,5
1508,551958700.00,[1D]
1509,551969800.00,[17]
1510,551980900.00,[15]
1511,551992100.00,[1B]
1512,552003200.00,5
1513,552014400.00,[19]
1514,552025500.00,[85]
1515,552036600.00,[85]
1516,552047700.00,[E5]
1517,552062400.00,[9D]
1518,552075600.00,[EA]
1519,552089300.00,[9A]
1520,552100500.00,[DA]
1521,552112200.00,[1D]
1522,552125500.00,m
1523,552136600.00,c
1524,552147700.00,s
1525,552158800.00,a
1526,552169900.00,E
1527,552181000.00,[87]
1528,552192100.00,[ED]
1529,552206700.00,[AB]
1530,552218500.00,[97]
1531,552229000.00,[A3]
1532,552242300.00,k
1533,552253400.00,[AC]
1534,552264600.00,[A3]
1535,552275700.00,[E3]
1536,552292200.00,[E5]
1537,552306800.00,[8D]
1538,552320200.00,[EA]
1539,552333800.00,[9A]
1540,552344800.00,[DA]
1541,552356800.00,[1D]
1542,552370100.00,m
1543,552381200.00,c
1544,552392300.00,s
1545,552403400.00,a
1546,552414500.00,E
1547,552425800.00,[83]
1548,552436500.00,[DA]
1549,552450500.00,T
1550,552463300.00,[97]
1551,552473800.00,[A3]
1552,552486900.00,k
1553,552498300.00,[AC]
1554,552509400.00,[A3]
1555,552520200.00,G
1556,552532100.00,[AC]
1557,552547100.00,[D6]
1558,552558400.00,[92]
1559,552570500.00,w
1560,552581600.00,w
1561,552592700.00,[
1562,552603800.00,[87]
1563,552615000.00,m
1564,552626000.00,c
1565,552637100.00,s
1566,552648300.00,a
1567,552659400.00,E
1568,552670400.00,[8F]
1569,552681500.00,[ED]
1570,552695100.00,[
1571,552707300.00,[A4]
1572,552719100.00,[92]
1573,552731700.00,i
1574,552745000.00,[AA]
1575,552756200.00,[AA]
1576,552767700.00,[CA]
1577,552778400.00,[CA]
1578,552792800.00,[8B]
1579,552804000.00,[ED]
1580,552819100.00,[98]
1581,552830900.00,[CE]
1582,552843100.00,#
1583,552854100.00,[EA]
1584,552867600.00,[BA]
1585,552879000.00,[DA]
1586,552890800.00,[1D]
1587,552903900.00,m
1588,552915100.00,c
1589,552926200.00,s
1590,552937300.00,a
1591,552948500.00,E
1592,552959700.00,[87]
1593,552970800.00,[ED]
1594,552986100.00,[93]
1595,552997700.00,[D6]
1596,553009900.00,[AC]
1597,553021100.00,[A7]
1598,553032200.00,[A3]
1599,553044200.00,[86]
1600,553058900.00,[D6]
1601,553069500.00,$
1602,553080000.00,[DD]
1603,553093300.00,w
1604,553104400.00,[
1605,553115600.00,[87]
1606,553126700.00,m
1607,553137700.00,c
1608,553148800.00,s
1609,553160000.00,a
1610,553171100.00,E
1611,553182300.00,[87]
1612,553193500.00,[ED]
1613,553208000.00,[AE]
1614,553219800.00,[97]
1615,553234500.00,[1A]
1616,553249100.00,m
1617,553262700.00,[1B]
1618,553273800.00,c
1619,553285100.00,9
1620,553297300.00,[8D]
1621,553310500.00,[EA]
1622,553324200.00,[BA]
1623,553335300.00,[DA]
1624,553347100.00,[1D]
1625,553360000.00,[CA]
1626,553371500.00,c
1627,553382600.00,s
1628,553393700.00,a
1629,553404800.00,E
1630,553415900.00,[87]
1631,553427000.00,[ED]
1632,553440600.00,V
1633,553451700.00,V
1634,553462800.00,N
1635,553473900.00,L
1636,553486100.00,[B1]
1637,553499500.00,[A3]
1638,553510600.00,[E3]
1639,553527100.00,[E5]
1640,553541900.00,[8D]
1641,553555200.00,j
1642,553569100.00,[99]
1643,553579500.00,[DA]
1644,553591900.00,[0D]
1645,553605100.00,m
1646,553616200.00,c
1647,553627300.00,s
1648,553638400.00,a
1649,553649600.00,E
1650,553660800.00,[87]
1651,553671900.00,[ED]
1652,553686600.00,[A3]
1653,553703100.00,u
1654,553716400.00,[
1655,553727600.00,7
1656,553738700.00,[8B]
1657,553749900.00,[ED]
1658,553763400.00,[1B]
1659,553776100.00,[94]
1660,553789900.00,[15]
1661,553803200.00,[D5]
1662,553816500.00,c
1663,553827600.00,[1D]
1664,553838800.00,[1B]
1665,553849900.00,c
1666,553861100.00,u
1667,553872200.00,[E5]
1668,553887000.00,[9D]
1669,553900400.00,[EA]
1670,553914100.00,[9A]
1671,553925600.00,i
1672,553937000.00,[1D]
1673,553950200.00,m
1674,553961500.00,c
1675,553972600.00,s
1676,553983700.00,a
1677,553994900.00,E
1678,554006100.00,[83]
1679,554017200.00,7
1680,554028400.00,7
1681,554039500.00,[1B]
1682,554050600.00,A
1683,554061800.00,9
1684,554072900.00,!
1685,554084000.00,#
1686,554095200.00,[17]
1687,554106300.00,[1B]
1688,554117400.00,!
1689,554128500.00,'
1690,554139700.00,'
1691,554150800.00,5
1692,554162000.00,[1B]
1693,554173100.00,A
1694,554184200.00,9
1695,554195300.00,3
1696,554206400.00,1
1697,554217600.00,[87]
1698,554228700.00,3
1699,554239900.00,!
1700,554251000.00,#
1701,554262100.00,5
1702,554273200.00,[E5]
1703,554287900.00,[0D]
1704,554317800.00,[A4]
1705,554332900.00,[EA]
1706,554347300.00,3
1707,554358400.00,[87]
1708,554369200.00,f
1709,554380700.00,7
1710,554391800.00,[1B]
1711,554403000.00,[87]
1712,554414100.00,[07]
1713,554425200.00,'
1714,554436300.00,[0D]
1715,554447500.00,[87]
1716,554458600.00,[19]
1717,554469700.00,[1B]
1718,554480800.00,9
1719,554492000.00,A
1720,554503100.00,[1D]
1721,554514200.00,7
1722,554525400.00,7
1723,554536500.00,[1B]
1724,554547600.00,[8B]
1725,554558700.00,[87]
1726,554569800.00,r
1727,554582200.00,[87]
1728,554593400.00,[87]
1729,554604500.00,[87]
1730,554615600.00,[87]
1731,554626700.00,[A7]
1732,554638000.00,[87]
1733,554649100.00,'
1734,554660200.00,!
1735,554671400.00,[0D]
1736,554682500.00,7
1737,554693600.00,A
1738,554704700.00,[0D]
1739,554715900.00,7
1740,554727000.00,7
1741,554738200.00,[1B]
1742,554749300.00,[8B]
1743,554760400.00,[83]
1744,554771500.00,[80]
1745,554784500.00,[CC]
1746,554801600.00,[9B]
1747,554812700.00,9
1748,554823800.00,[1D]
1749,554834900.00,[1D]
1750,554846000.00,[9B]
1751,554857200.00,[87]
1752,554868400.00,[A7]
1753,554879500.00,[83]
1754,554890700.00,[19]
1755,554901900.00,[1B]
1756,554913000.00,[19]
1757,554924100.00,A
1758,554935200.00,'
1759,554946300.00,5
1760,554957500.00,#
1761,554968600.00,[8B]
1762,554979700.00,[87]
1763,554990600.00,[97]
1764,555001900.00,[9B]
1765,555013100.00,[87]
1766,555024200.00,[E5]
1767,555038800.00,[0D]
1768,555562000.00,C
1769,555575300.00,[D5]
1770,555586100.00,[90]
1771,555599800.00,u
1772,555612000.00,[AA]
1773,555623100.00,[8A]
1774,555637500.00,[
1775,555648600.00,[0D]
1776,555659700.00,[17]
1777,555670900.00,5
1778,555682000.00,[ED]
1779,555696600.00,[B1]
1780,555708200.00,[90]
1781,555721600.00,[A4]
1782,555733400.00,6
1783,555745600.00,*
1784,555758800.00,[D6]
1785,555773600.00,C
1786,555785800.00,[AA]
1787,555797200.00,[A0]
1788,555810300.00,[AB]
1789,555823600.00,:
1790,555838000.00,5
1791,555849100.00,7
1792,555860200.00,[1D]
1793,555871400.00,#
1794,555882500.00,9
1795,555893600.00,5
1796,555904700.00,m
1797,555919400.00,[B1]
1798,555931300.00,[98]
1799,555944900.00,6
1800,555957100.00,*
1801,555969600.00,[AC]
1802,555980900.00,L
1803,555991900.00,[0D]
1804,556005200.00,Y
1805,556016300.00,'
1806,556027400.00,5
1807,556038500.00,[11]
1808,556049600.00,[
1809,556060800.00,[1D]
1810,556071900.00,[17]
1811,556083100.00,5
1812,556094200.00,[ED]
1813,556108800.00,[B1]
1814,556121300.00,[98]
1815,556133700.00,H
1816,556145400.00,l
1817,556158700.00,*
1818,556171300.00,[AC]
1819,556182400.00,\
1820,556193400.00,[0D]
1821,556206700.00,a
1822,556217800.00,7
1823,556228900.00,[17]
1824,556240100.00,s
1825,556251200.00,[1B]
1826,556262400.00,[13]
1827,556273500.00,Y
1828,556284600.00,[17]
1829,556295700.00,[1B]
1830,556306900.00,5
1831,556318000.00,#
1832,556329100.00,[ED]
1833,556343800.00,[B1]
1834,556354900.00,[B0]
1835,556366000.00,[B2]
1836,556378400.00,[D8]
1837,556389000.00,[98]
1838,556400400.00,[CE]
1839,556412600.00,[E7]
1840,556425000.00,u
1841,556440400.00,m
1842,556451600.00,%
1843,556462700.00,[03]
1844,556473800.00,5
1845,556484900.00,7
1846,556496000.00,[0D]
1847,556507200.00,#
1848,556518400.00,9
1849,556529500.00,5
1850,556540600.00,9
1851,556551700.00,[17]
1852,556562800.00,[1B]
1853,556574000.00,#
1854,556585100.00,[ED]
1855,556599800.00,[B1]
1856,556611600.00,[18]
1857,556623600.00,M
1858,556634700.00,f
1859,556646900.00,[A6]
1860,556659100.00,[CE]
1861,556671300.00,'
1862,556684600.00,[EA]
1863,556699100.00,'
1864,556710200.00,7
1865,556721300.00,[1B]
1866,556732400.00,[13]
1867,556743600.00,Y
1868,556754700.00,[17]
1869,556765900.00,[1B]
1870,556777000.00,[83]
1871,556788100.00,[ED]
1872,556802700.00,[B1]
1873,556814600.00,[98]
1874,556827000.00,[AC]
1875,556839400.00,V
1876,556853600.00,[D6]
1877,556869400.00,[AA]
1878,556880500.00,[A3]
1879,556892700.00,[D3]
1880,556907100.00,j
1881,556919300.00,[8D]
1882,556932700.00,q
1883,556943800.00,#
1884,556954900.00,!
1885,556966100.00,;
1886,556977200.00,[0D]
1887,556988300.00,'
1888,556999400.00,[ED]
1889,557014100.00,[B1]
1890,557026500.00,X
1891,557039000.00,l
1892,557055100.00,[93]
1893,557066200.00,[E5]
1894,557081000.00,[8D]
1895,557092100.00,[A3]
1896,557107600.00,[EA]
1897,557121900.00,[1B]
1898,557133100.00,7
1899,557144200.00,A
1900,557155300.00,[17]
1901,557166500.00,[0D]
1902,557177600.00,[03]
1903,557188700.00,5
1904,557199900.00,[87]
1905,557211000.00,[85]
1906,557222100.00,[83]
1907,557233200.00,[93]
1908,557244400.00,[8F]
1909,557255400.00,&
1910,557266800.00,9
1911,557277800.00,U
1912,557289000.00,Y
1913,557300100.00,W
1914,557311200.00,a
1915,557322300.00,e
1916,557333500.00,u
1917,557344600.00,[
1918,557355700.00,A
1919,557366900.00,;
1920,557378000.00,a
1921,557389100.00,[0D]
1922,557400200.00,[
1923,557411400.00,s
1924,557422500.00,[AD]
1925,557433700.00,[E5]
1926,557448400.00,[1D]
1927,557661100.00,R
1928,557675500.00,[EA]
1929,557689900.00,7
1930,557701000.00,[83]
1931,557712100.00,7
1932,557723200.00,[1D]
1933,557734400.00,%
1934,557745500.00,[0D]
1935,557756700.00,[07]
1936,557767800.00,[87]
1937,557778900.00,[19]
1938,557790000.00,[1B]
1939,557801200.00,[19]
1940,557812300.00,[87]
1941,557823400.00,[1D]
1942,557834600.00,7
1943,557845700.00,7
1944,557856800.00,[1B]
1945,557868000.00,[8B]
1946,557879100.00,[83]
1947,557890200.00,r
1948,557902500.00,[9B]
1949,557913600.00,[93]
1950,557924800.00,[87]
1951,557936000.00,[83]
1952,557947100.00,[A7]
1953,557958000.00,[0E]
1954,557969400.00,'
1955,557980600.00,!
1956,557991700.00,[0D]
1957,558002800.00,3
1958,558013900.00,A
1959,558025100.00,[1D]
1960,558036200.00,7
1961,558047300.00,7
1962,558058500.00,[1B]
1963,558069600.00,[8B]
1964,558080700.00,[87]
1965,558091600.00,[00]
1966,558103900.00,[98]
1967,558115500.00,[D8]
1968,558128400.00,[16]
1969,558140500.00,[D2]
1970,558155300.00,[1D]
1971,558166400.00,[9B]
1972,558177500.00,[87]
1973,558188600.00,[A7]
1974,558199700.00,[87]
1975,558210800.00,[19]
1976,558221900.00,[1B]
1977,558233000.00,9
1978,558244200.00,A
1979,558255300.00,'
1980,558266400.00,5
1981,558277500.00,#
1982,558288700.00,[8B]
1983,558299800.00,[87]
1984,558310900.00,[9B]
1985,558322000.00,[87]
1986,558333100.00,[E5]
1987,558343700.00,[D6]
1988,558362600.00,R
1989,558375000.00,[AE]
1990,558386200.00,[A6]
1991,558397000.00,[AB]
1992,558408800.00,[98]
1993,558421300.00,k
1994,558435700.00,[CD]
1995,558446800.00,[85]
1996,558458000.00,[15]
1997,558469200.00,[1D]
1998,558482500.00,7
1999,558493600.00,[11]
2000,558504800.00,9
2001,558516000.00,A
2002,558527100.00,7
2003,558538200.00,7
2004,558549300.00,[1B]
2005,558560400.00,[07]
2006,558571600.00,'
2007,558582700.00,[0D]
2008,558593900.00,A
2009,558605000.00,[17]
2010,558616100.00,[1B]
2011,558627200.00,[1D]
2012,558638400.00,-
2013,558649500.00,#
2014,558660600.00,[87]
2015,558671700.00,[19]
2016,558682900.00,[17]
2017,558694000.00,[1D]
2018,558705200.00,[1B]
2019,558716300.00,[17]
2020,558727400.00,[E5]
2021,558742000.00,[8D]
2022,558754200.00,R
2023,558766800.00,(
2024,558779700.00,j
2025,558790900.00,[CA]
2026,558801800.00,:
2027,558816300.00,[85]
2028,558827500.00,[87]
2029,558838600.00,[00]
2030,558849300.00,e
2031,558862200.00,[99]
2032,558873400.00,[99]
2033,558883800.00,[A6]
2034,558895700.00,[99]
2035,558906100.00,[B3]
2036,558917600.00,[B2]
2037,558929400.00,X
2038,558940700.00,[C6]
2039,558952900.00,[E3]
2040,558966300.00,[0A]
2041,558977400.00,[EA]
2042,558991800.00,7
2043,559002900.00,[87]
2044,559014000.00,-
2045,559025200.00,%
2046,559036300.00,5
2047,559047500.00,%
2048,559058600.00,[9D]
2049,559069700.00,[87]
2050,559080800.00,[19]
2051,559091900.00,[1B]
2052,559103100.00,9
2053,559114300.00,A
2054,559125400.00,[1D]
2055,559136500.00,7
2056,559147600.00,7
2057,559158700.00,[1B]
2058,559169900.00,[8B]
2059,559181000.00,[87]
2060,559192100.00,[1C]
2061,559205200.00,[9D]
2062,559216300.00,5
2063,559227400.00,[87]
2064,559238500.00,[87]
2065,559249700.00,[A7]
2066,559260700.00,[87]
2067,559271800.00,'
2068,559283000.00,!
2069,559294100.00,[0D]
2070,559305200.00,7
2071,559316300.00,A
2072,559327500.00,[1D]
2073,559338600.00,7
2074,559349800.00,7
2075,559360900.00,[1B]
2076,559372000.00,[8B]
2077,559383100.00,[87]
2078,559394200.00,[80]
2079,559406600.00,[D8]
2080,559417300.00,[98]
2081,559427800.00,[B3]
2082,559442800.00,[D2]
2083,559457700.00,[1D]
2084,559468800.00,[9B]
2085,559479900.00,[87]
2086,559491100.00,[A7]
2087,559502300.00,[87]
2088,559513400.00,[19]
2089,559524600.00,[1B]
2090,559535700.00,9
2091,559546800.00,A
2092,559557900.00,'
2093,559569100.00,5
2094,559580200.00,#
2095,559591300.00,[8B]
2096,559602400.00,[87]
2097,559613600.00,[87]
2098,559624700.00,[87]
2099,559635800.00,[87]
2100,559647000.00,[87]
2101,559658100.00,[E5]
2102,559672900.00,[0D]
2103,566134500.00,R
2104,566148900.00,[EA]
2105,566163300.00,7
2106,566174400.00,[87]
2107,566185500.00,7
2108,566196700.00,%
2109,566207800.00,5
2110,566218900.00,%
2111,566230100.00,[9D]
2112,566241200.00,[87]
2113,566252300.00,[19]
2114,566263500.00,[1B]
2115,566274600.00,9
2116,566285700.00,A
2117,566296800.00,[0D]
2118,566307900.00,3
2119,566319100.00,7
2120,566330300.00,[1B]
2121,566341400.00,[8B]
2122,566352500.00,[87]
2123,566363600.00,[D8]
2124,566377400.00,3
2125,566388600.00,[87]
2126,566399700.00,[83]
2127,566410800.00,[87]
2128,566421900.00,[A7]
2129,566433200.00,[87]
2130,566444300.00,'
2131,566455400.00,!
2132,566466500.00,[1D]
2133,566477700.00,7
2134,566488800.00,A
2135,566499900.00,[0D]
2136,566511100.00,7
2137,566522200.00,7
2138,566533400.00,[1B]
2139,566544500.00,[8B]
2140,566555600.00,[87]
2141,566566500.00,[00]
2142,566578800.00,[98]
2143,566590200.00,[D8]
2144,566603500.00,[96]
2145,566615500.00,[EA]
2146,566630100.00,[1D]
2147,566641200.00,[9B]
2148,566652400.00,[83]
2149,566663500.00,[A7]
2150,566674700.00,[87]
2151,566685900.00,[19]
2152,566697000.00,[1B]
2153,566708200.00,9
2154,566719300.00,A
2155,566730400.00,'
2156,566741500.00,5
2157,566752600.00,#
2158,566763800.00,[8B]
2159,566774900.00,[87]
2160,566786100.00,[93]
2161,566797400.00,[87]
2162,566808500.00,[97]
2163,566819600.00,[E5]
2164,566834300.00,[1D]
2165,568269900.00,M
2166,568283200.00,P
2167,568294300.00,S
2168,568308600.00,[AA]
2169,568323100.00,[17]
2170,568334200.00,-
2171,568345300.00,#
2172,568356500.00,1
2173,568367600.00,[87]
2174,568378600.00,[9D]
2175,568389900.00,w
2176,568401000.00,[87]
2177,568412000.00,3
2178,568423300.00,[11]
2179,568434400.00,[E5]
2180,568449000.00,[0D]
2181,576010500.00,R
2182,576025000.00,[EA]
2183,576039300.00,7
2184,576050500.00,[87]
2185,576061600.00,-
2186,576072700.00,%
2187,576083800.00,5
2188,576094900.00,%
2189,576106100.00,[9B]
2190,576117200.00,[83]
2191,576128400.00,[19]
2192,576139500.00,[1B]
2193,576150600.00,[19]
2194,576161700.00,A
2195,576172900.00,[1D]
2196,576184000.00,3
2197,576195100.00,7
2198,576206200.00,[1B]
2199,576217400.00,[8B]
2200,576228500.00,[83]
2201,576239600.00,p
2202,576254600.00,[8D]
2203,576265800.00,5
2204,576276900.00,[83]
2205,576287800.00,[8F]
2206,576299100.00,[A7]
2207,576310400.00,[87]
2208,576321500.00,'
2209,576332600.00,!
2210,576343700.00,[1D]
2211,576354900.00,7
2212,576366100.00,A
2213,576377200.00,[0D]
2214,576388300.00,7
2215,576399400.00,7
2216,576410500.00,[1B]
2217,576421700.00,[8B]
2218,576432800.00,[87]
2219,576443900.00,[80]
2220,576456400.00,[D8]
2221,576466900.00,[98]
2222,576477500.00,[B3]
2223,576492900.00,[EA]
2224,576507300.00,[0D]
2225,576518500.00,[9B]
2226,576529600.00,[83]
2227,576540700.00,[A7]
2228,576551800.00,[8F]
2229,576563100.00,[19]
2230,576574300.00,[1B]
2231,576585400.00,9
2232,576596500.00,A
2233,576607600.00,'
2234,576618700.00,5
2235,576629900.00,#
2236,576641000.00,[8B]
2237,576652100.00,[83]
2238,576663300.00,[87]
2239,576674400.00,[87]
2240,576685500.00,[87]
2241,576696600.00,[87]
2242,576707800.00,[E5]
2243,576722500.00,[1D]
2244,583249600.00,R
2245,583264100.00,[EA]
2246,583278500.00,7
2247,583289600.00,[87]
2248,583300700.00,7
2249,583311800.00,%
2250,583323000.00,5
2251,583334100.00,%
2252,583345300.00,[9B]
2253,583356400.00,[87]
2254,583367500.00,[19]
2255,583378600.00,[1B]
2256,583389700.00,9
2257,583400900.00,A
2258,583412000.00,[1D]
2259,583423200.00,7
2260,583434300.00,3
2261,583445400.00,[1B]
2262,583456500.00,[8B]
2263,583467600.00,[87]
2264,583478800.00,[B0]
2265,583490700.00,2
2266,583502400.00,:
2267,583516700.00,[87]
2268,583527900.00,[87]
2269,583539000.00,[A7]
2270,583550200.00,[87]
2271,583561400.00,#
2272,583572500.00,!
2273,583583600.00,[1D]
2274,583594700.00,7
2275,583605900.00,A
2276,583617000.00,[1D]
2277,583628200.00,7
2278,583639300.00,7
2279,583650400.00,[1B]
2280,583661500.00,[8B]
2281,583672600.00,[87]
2282,583683800.00,[80]
2283,583696600.00,[D8]
2284,583713800.00,[9B]
2285,583724900.00,9
2286,583736100.00,[1D]
2287,583747200.00,[1D]
2288,583758400.00,[9B]
2289,583769500.00,[87]
