Id,Time[ns],0:UART: RX/TX
414,1383601500.00,w
415,1383613200.00,[20]
416,1383624800.00,w
417,1383636500.00,a
418,1383648100.00,k
419,1383659700.00,e
420,1383671300.00,u
421,1383683000.00,p
422,1383694600.00,[20]
423,1383706200.00,s
424,1383717800.00,t
425,1383729500.00,a
426,1383741100.00,t
427,1383752800.00,u
428,1383764400.00,s
429,1383776000.00,[20]
430,1383787600.00,=
431,1383799300.00,[20]
432,1383810900.00,0
433,1383822500.00,x
434,1383834000.00,0
435,1383845100.00,,
436,1383856700.00,[20]
437,1383868300.00,w
438,1383880000.00,a
439,1383891600.00,k
440,1383903200.00,e
441,1383914800.00,u
442,1383926500.00,p
443,1383938100.00,[20]
444,1383949800.00,s
445,1383961400.00,r
446,1383973000.00,c
447,1383984600.00,=
448,1383996300.00,0
449,1384007900.00,x
450,1384020500.00,1
451,1384032100.00,0
452,1384043700.00,0
453,1384055100.00,[0D]
454,1384066500.00,[0A]
455,1384077900.00,p
456,1384089500.00,a
457,1384101100.00,t
458,1384112700.00,c
459,1384124400.00,h
460,1384136000.00,[20]
461,1384147600.00,f
462,1384159300.00,o
463,1384170900.00,r
464,1384182600.00,[20]
465,1384194200.00,s
466,1384205800.00,y
467,1384217400.00,s
468,1384229100.00,_
469,1384240700.00,p
470,1384252300.00,l
471,1384263900.00,l
472,1384275600.00,[20]
473,1384287200.00,1
474,1384298900.00,2
475,1384310400.00,0
476,1384322100.00,0
477,1384333700.00,[20]
478,1384345400.00,w
479,1384357000.00,i
480,1384368600.00,t
481,1384380200.00,h
482,1384391800.00,[20]
483,1384403500.00,1
484,1384415100.00,0
485,1384426700.00,0
486,1384438300.00,M
487,1384450000.00,[20]
488,1384461600.00,e
489,1384473300.00,t
490,1384484900.00,h
491,1384495900.00,[0D]
492,1384507300.00,[0A]
493,1384518400.00,S
494,1384530000.00,F
495,1384541600.00,L
496,1384553200.00,O
497,1384564900.00,W
498,1384576500.00,_
499,1384588100.00,I
500,1384599700.00,N
501,1384611400.00,I
502,1384623000.00,T
503,1384634000.00,[0D]
504,1384645400.00,[0A]
505,1384767000.00,C
506,1384778600.00,H
507,1384790200.00,I
508,1384801800.00,P
509,1384813500.00,[20]
510,1384825100.00,I
511,1384836700.00,D
512,1384848300.00,:
513,1384862800.00,P
514,1384874600.00,B
515,1384885700.00,S
516,1384896700.00,4
517,1384907900.00,3
518,1384918900.00,0
519,1384930000.00,/
520,1384941600.00,W
521,1384953300.00,A
522,1384964900.00,F
523,1384976600.00,E
524,1384988200.00,R
525,1384999800.00,:
526,1385011400.00,[20]
527,1385023000.00,W
528,1385042800.00,1
529,1385054300.00,8
530,1385065500.00,/
531,1385077100.00,[20]
532,1385088700.00,X
533,1385100300.00,:
534,1385112000.00,[20]
535,1385123600.00,X
536,1385139700.00,0
537,1385151500.00,5
538,1385162500.00,/
539,1385174200.00,[20]
540,1385185800.00,Y
541,1385197400.00,:
542,1385209000.00,[20]
543,1385220700.00,Y
544,1385238900.00,2
545,1385250500.00,5
546,1385261900.00,[0D]
547,1385273200.00,[0A]
548,1385284700.00,s
549,1385296300.00,e
550,1385308000.00,c
551,1385319600.00,o
552,1385331200.00,n
553,1385342800.00,d
554,1385354500.00,a
555,1385366100.00,r
556,1385377700.00,y
557,1385389300.00,_
558,1385401000.00,j
559,1385412600.00,u
560,1385424300.00,m
561,1385435900.00,p
562,1385447500.00,_
563,1385459200.00,t
564,1385470800.00,o
565,1385482400.00,_
566,1385494000.00,s
567,1385505600.00,p
568,1385517300.00,l
569,1385528900.00,:
570,1385540600.00,[20]
571,1385552200.00,s
572,1385563800.00,e
573,1385575400.00,c
574,1385587100.00,u
575,1385598700.00,r
576,1385610300.00,e
577,1385621900.00,[20]
578,1385633600.00,c
579,1385645200.00,h
580,1385656900.00,i
581,1385668500.00,p
582,1385680100.00,[20]
583,1385691700.00,f
584,1385703400.00,l
585,1385715000.00,o
586,1385726600.00,w
587,1385737700.00,[0D]
588,1385749000.00,[0A]
589,1387760900.00,X
590,1387772400.00,3
591,1387784100.00,[20]
592,1387795600.00,S
593,1387807300.00,P
594,1387818900.00,L
595,1387830600.00,[20]
596,1387842200.00,:
597,1387853800.00,[20]
598,1387865400.00,s
599,1387877100.00,e
600,1387888700.00,c
601,1387900300.00,o
602,1387911900.00,n
603,1387923600.00,d
604,1387935200.00,a
605,1387946900.00,r
606,1387958500.00,y
607,1387970100.00,[20]
608,1387981700.00,c
609,1387993400.00,o
610,1388005000.00,r
611,1388016600.00,e
612,1388028200.00,[20]
613,1388039900.00,w
614,1388051500.00,a
615,1388063200.00,k
616,1388074800.00,e
617,1388086400.00,[20]
618,1388098000.00,u
619,1388109700.00,p
620,1388121300.00,[20]
621,1388132900.00,a
622,1388144500.00,n
623,1388156200.00,d
624,1388167800.00,[20]
625,1388179500.00,j
626,1388191100.00,u
627,1388202700.00,m
628,1388214300.00,p
629,1388226000.00,[20]
630,1388237600.00,t
631,1388249200.00,o
632,1388260800.00,[20]
633,1388272500.00,s
634,1388284100.00,p
635,1388295800.00,l
636,1388307400.00,[20]
637,1388319000.00,d
638,1388330600.00,o
639,1388342300.00,n
640,1388353900.00,e
641,1388365500.00,[20]
642,1388377100.00,(
643,1388388800.00,c
644,1388400400.00,p
645,1388412100.00,u
646,1388423700.00,_
647,1388435300.00,c
648,1388446900.00,o
649,1388458600.00,r
650,1388470200.00,e
651,1388481800.00,_
652,1388493400.00,c
653,1388505100.00,f
654,1388516700.00,g
655,1388528400.00,=
656,1388540000.00,0
657,1388551100.00,)
658,1388562100.00,[0D]
659,1388573500.00,[0A]
660,1388585400.00,S
661,1388597000.00,F
662,1388608600.00,L
663,1388620200.00,O
664,1388631900.00,W
665,1388643500.00,_
666,1388655200.00,F
667,1388666800.00,I
668,1388678400.00,N
669,1388690000.00,_
670,1388701700.00,H
671,1388713300.00,W
672,1388724900.00,_
673,1388736500.00,A
674,1388747600.00,[0D]
675,1388759000.00,[0A]
676,1388770100.00,[0D]
677,1388781100.00,[0A]
678,1388792200.00,U
679,1388803200.00,-
680,1388814300.00,B
681,1388825300.00,o
682,1388836400.00,o
683,1388847600.00,t
684,1388858700.00,[20]
685,1388869700.00,S
686,1388880800.00,P
687,1388892000.00,L
688,1388903100.00,[20]
689,1388914100.00,2
690,1388925200.00,0
691,1388936300.00,1
692,1388947500.00,8
693,1388958600.00,.
694,1388969600.00,0
695,1388980900.00,9
696,1388991900.00,-
697,1389003200.00,g
698,1389014200.00,4
699,1389025300.00,c
700,1389036300.00,a
701,1389047600.00,8
702,1389058700.00,5
703,1389069700.00,1
704,1389081000.00,5
705,1389092000.00,3
706,1389103100.00,4
707,1389114100.00,c
708,1389125100.00,-
709,1389136200.00,d
710,1389147200.00,i
711,1389158300.00,r
712,1389169300.00,t
713,1389180400.00,y
714,1389191600.00,[20]
715,1389202700.00,(
716,1389213700.00,M
717,1389224700.00,a
718,1389235800.00,y
719,1389246800.00,[20]
720,1389257900.00,1
721,1389268900.00,1
722,1389280000.00,[20]
723,1389291000.00,2
724,1389302100.00,0
725,1389313200.00,2
726,1389324200.00,2
727,1389335500.00,[20]
728,1389346500.00,-
729,1389357600.00,[20]
730,1389368600.00,2
731,1389379900.00,0
732,1389390900.00,:
733,1389402000.00,0
734,1389413000.00,9
735,1389424100.00,:
736,1389435400.00,5
737,1389446400.00,0
738,1389457500.00,[20]
739,1389468700.00,+
740,1389479800.00,0
741,1389490800.00,8
742,1389502100.00,0
743,1389513100.00,0
744,1389524200.00,)
745,1389535300.00,[0D]
746,1389546600.00,[0A]
747,1389557700.00,S
748,1389568700.00,P
749,1389579800.00,A
750,1389590800.00,C
751,1389601900.00,C
752,1389613000.00,[20]
753,1389624000.00,I
754,1389635000.00,n
755,1389646000.00,i
756,1389657100.00,t
757,1389668100.00,[20]
758,1389679200.00,-
759,1389690300.00,[20]
760,1389701300.00,I
761,1389712400.00,D
762,1389723400.00,:
763,1389734500.00,[20]
764,1389745500.00,(
765,1389756800.00,0
766,1389768000.00,0
767,1389779100.00,0
768,1389790200.00,0
769,1389801300.00,0
770,1389812500.00,0
771,1389823600.00,6
772,1389834700.00,1
773,1389845800.00,)
774,1389856900.00,[0D]
775,1389868000.00,[0A]
776,1389879100.00,S
777,1389890200.00,P
778,1389901200.00,L
779,1389912300.00,[20]
780,1389923300.00,e
781,1389934400.00,m
782,1389945400.00,m
783,1389956500.00,c
784,1389967500.00,[20]
785,1389978600.00,b
786,1389989600.00,o
787,1390000700.00,o
788,1390011800.00,t
789,1390023000.00,[20]
790,1390034100.00,m
791,1390045100.00,o
792,1390056200.00,d
793,1390067200.00,e
794,1390078300.00,[20]
795,1390089300.00,(
796,1390100400.00,f
797,1390111400.00,r
798,1390122500.00,o
799,1390133500.00,m
800,1390144800.00,[20]
801,1390155900.00,s
802,1390166900.00,t
803,1390178000.00,r
804,1390189000.00,a
805,1390200100.00,p
806,1390211100.00,)
807,1390222200.00,[0D]
808,1390233300.00,[0A]
809,1390244400.00,e
810,1390255400.00,m
811,1390266500.00,m
812,1390277500.00,c
813,1390288600.00,:
814,1390299600.00,[20]
815,1390310700.00,w
816,1390321700.00,i
817,1390332800.00,d
818,1390343800.00,t
819,1390354900.00,h
820,1390365900.00,[20]
821,1390377000.00,=
822,1390388000.00,[20]
823,1390399100.00,4
824,1390410200.00,,
825,1390421300.00,[20]
826,1390432300.00,m
827,1390443400.00,c
828,1390454400.00,l
829,1390465500.00,k
830,1390476500.00,[20]
831,1390487800.00,=
832,1390498800.00,[20]
833,1390509900.00,4
834,1390521000.00,8
835,1390532000.00,0
836,1390543100.00,0
837,1390554200.00,0
838,1390565200.00,0
839,1390576300.00,0
840,1390587300.00,0
841,1390598500.00,,
842,1390609500.00,[20]
843,1390620600.00,s
844,1390631600.00,c
845,1390642700.00,l
846,1390653700.00,k
847,1390664800.00,[20]
848,1390675800.00,=
849,1390686900.00,[20]
850,1390698000.00,2
851,1390709100.00,4
852,1390720100.00,0
853,1390731200.00,0
854,1390742200.00,0
855,1390753300.00,0
856,1390764300.00,0
857,1390775400.00,0
858,1390786600.00,[0D]
859,1390797700.00,[0A]
860,1409646400.00,d
861,1409657500.00,d
862,1409668600.00,r
863,1409679700.00,_
864,1409690700.00,t
865,1409701800.00,y
866,1409712800.00,p
867,1409724100.00,e
868,1409735100.00,[20]
869,1409746200.00,=
870,1409757200.00,[20]
871,1409768300.00,1
872,1409779500.00,[20]
873,1409790500.00,(
874,1409801700.00,L
875,1409812800.00,P
876,1409823800.00,D
877,1409834900.00,D
878,1409845900.00,R
879,1409857000.00,4
880,1409868100.00,)
881,1409879200.00,[0D]
882,1409890300.00,[0A]
883,1409901300.00,h
884,1409912400.00,b
885,1409923400.00,_
886,1409934500.00,c
887,1409945600.00,h
888,1409956600.00,i
889,1409967700.00,p
890,1409978700.00,_
891,1409989800.00,p
892,1410000700.00,a
893,1410011800.00,c
894,1410022900.00,k
895,1410033900.00,a
896,1410045000.00,g
897,1410056000.00,e
898,1410067100.00,_
899,1410078100.00,t
900,1410089200.00,y
901,1410100200.00,p
902,1410111300.00,e
903,1410122300.00,:
904,1410133500.00,3
905,1410144800.00,[0D]
906,1410155800.00,[0A]
907,1410591400.00,d
908,1410602400.00,d
909,1410613700.00,r
910,1410624800.00,_
911,1410635800.00,h
912,1410646900.00,d
913,1410657900.00,r
914,1410669000.00,.
915,1410680000.00,e
916,1410691100.00,c
917,1410702100.00,c
918,1410713200.00,_
919,1410724200.00,g
920,1410735300.00,r
921,1410746300.00,a
922,1410757400.00,n
923,1410768500.00,:
924,1410779700.00,[20]
925,1410790800.00,0
926,1410801800.00,x
927,1410812900.00,0
928,1410824100.00,[0D]
929,1410835200.00,[0A]
930,1410846400.00,d
931,1410857400.00,d
932,1410868500.00,r
933,1410879500.00,_
934,1410890600.00,h
935,1410901600.00,d
936,1410912600.00,r
937,1410923700.00,.
938,1410934700.00,e
939,1410945800.00,c
940,1410956800.00,c
941,1410967900.00,_
942,1410978900.00,m
943,1410990000.00,a
944,1411001000.00,p
945,1411012100.00,:
946,1411023200.00,[20]
947,1411034200.00,0
948,1411045300.00,x
949,1411056300.00,0
950,1411067600.00,[0D]
951,1411078600.00,[0A]
952,1411089800.00,d
953,1411100900.00,d
954,1411112100.00,r
955,1411123200.00,_
956,1411134200.00,h
957,1411145300.00,d
958,1411156300.00,r
959,1411167400.00,.
960,1411178400.00,s
961,1411189700.00,b
962,1411200700.00,r
963,1411211800.00,_
964,1411222900.00,p
965,1411233900.00,a
966,1411245000.00,t
967,1411256000.00,t
968,1411267100.00,e
969,1411278100.00,r
970,1411289200.00,n
971,1411300200.00,0
972,1411311200.00,:
973,1411322300.00,[20]
974,1411333300.00,0
975,1411344400.00,x
976,1411369500.00,3
977,1411380800.00,3
978,1411391800.00,f
979,1411402900.00,f
980,1411414000.00,f
981,1411425000.00,c
982,1411436100.00,0
983,1411447100.00,e
984,1411458300.00,[0D]
985,1411469300.00,[0A]
986,1411480500.00,d
987,1411491600.00,d
988,1411502700.00,r
989,1411513700.00,_
990,1411524800.00,h
991,1411535800.00,d
992,1411546900.00,r
993,1411557900.00,.
994,1411569200.00,s
995,1411580200.00,b
996,1411591300.00,r
997,1411602300.00,_
998,1411613400.00,p
999,1411624400.00,a
1000,1411635500.00,t
1001,1411646500.00,t
1002,1411657600.00,e
1003,1411668700.00,r
1004,1411679700.00,n
1005,1411690800.00,1
1006,1411701800.00,:
1007,1411712900.00,[20]
1008,1411723900.00,0
1009,1411735000.00,x
1010,1411753400.00,6
1011,1411764400.00,5
1012,1411775500.00,7
1013,1411786500.00,2
1014,1411797600.00,a
1015,1411808700.00,0
1016,1411819900.00,9
1017,1411831000.00,9
1018,1411842200.00,[0D]
1019,1411853200.00,[0A]
1020,1411905400.00,d
1021,1411916500.00,d
1022,1411927600.00,r
1023,1411938600.00,_
1024,1411949700.00,f
1025,1411960700.00,r
1026,1411971800.00,e
1027,1411982800.00,q
1028,1411993900.00,[20]
1029,1412004900.00,=
1030,1412016000.00,[20]
1031,1412027200.00,0
1032,1412038400.00,5
1033,1412049400.00,[0D]
1034,1412060400.00,[0A]
1035,1412071600.00,b
1036,1412082600.00,o
1037,1412093700.00,a
1038,1412104800.00,r
1039,1412115800.00,d
1040,1412126900.00,[20]
1041,1412137900.00,i
1042,1412149000.00,d
1043,1412160000.00,[20]
1044,1412171100.00,=
1045,1412182100.00,[20]
1046,1412195700.00,3
1047,1412206700.00,1
1048,1412217800.00,5
1049,1412228800.00,4
1050,1412239900.00,0
1051,1412251000.00,3
1052,1412262000.00,3
1053,1412273100.00,4
1054,1412284200.00,[0D]
1055,1412295300.00,[0A]
1056,1412306500.00,d
1057,1412317500.00,d
1058,1412328600.00,r
1059,1412339700.00,[20]
1060,1412350700.00,d
1061,1412361800.00,a
1062,1412372800.00,t
1063,1412383900.00,a
1064,1412394900.00,r
1065,1412406000.00,a
1066,1412417000.00,t
1067,1412428100.00,e
1068,1412439300.00,:
1069,1412450400.00,[20]
1070,1412461400.00,3
1071,1412472500.00,2
1072,1412483500.00,0
1073,1412494600.00,0
1074,1412505900.00,[0D]
1075,1412516900.00,[0A]
1076,1412528000.00,#
1077,1412539100.00,#
1078,1412550100.00,#
1079,1412561100.00,[20]
1080,1412572200.00,S
1081,1412583200.00,A
1082,1412594300.00,M
1083,1412605300.00,S
1084,1412616400.00,U
1085,1412627400.00,N
1086,1412638500.00,G
1087,1412649500.00,[20]
1088,1412660600.00,D
1089,1412671700.00,D
1090,1412682700.00,R
1091,1412693800.00,[20]
1092,1412704800.00,#
1093,1412715900.00,#
1094,1412726900.00,#
1095,1412738000.00,[0D]
1096,1412749100.00,[0A]
1097,1412760200.00,n
1098,1412771200.00,o
1099,1412782300.00,[20]
1100,1412793300.00,d
1101,1412804400.00,d
1102,1412815400.00,r
1103,1412826500.00,[20]
1104,1412837700.00,p
1105,1412848800.00,i
1106,1412859800.00,n
1107,1412870900.00,[20]
1108,1412881900.00,s
1109,1412893000.00,e
1110,1412904000.00,t
1111,1412915100.00,[0D]
1112,1412926200.00,[0A]
1113,1412937400.00,d
1114,1412948500.00,e
1115,1412959700.00,t
1116,1412970800.00,e
1117,1412981800.00,c
1118,1412992900.00,t
1119,1413003900.00,[20]
1120,1413015000.00,p
1121,1413026000.00,a
1122,1413037300.00,r
1123,1413048400.00,t
1124,1413059400.00,[20]
1125,1413070500.00,n
1126,1413081700.00,u
1127,1413092800.00,m
1128,1413103800.00,b
1129,1413114900.00,e
1130,1413125900.00,r
1131,1413137000.00,:
1132,1413148000.00,[20]
1133,1413159200.00,1
1134,1413170300.00,0
1135,1413181300.00,8
1136,1413192600.00,[0D]
1137,1413203600.00,[0A]
1138,1413214800.00,d
1139,1413225900.00,e
1140,1413236900.00,t
1141,1413248000.00,e
1142,1413259200.00,c
1143,1413270300.00,t
1144,1413281400.00,[20]
1145,1413292300.00,d
1146,1413303500.00,d
1147,1413314700.00,r
1148,1413325800.00,[20]
1149,1413336800.00,f
1150,1413347900.00,r
1151,1413358900.00,e
1152,1413370000.00,q
1153,1413381000.00,:
1154,1413392100.00,[20]
1155,1413403200.00,c
1156,1413414300.00,8
1157,1413425300.00,0
1158,1413436600.00,[0D]
1159,1413447600.00,[0A]
1160,1413458700.00,b
1161,1413469700.00,o
1162,1413480800.00,a
1163,1413491800.00,r
1164,1413502900.00,d
1165,1413514000.00,[20]
1166,1413525000.00,i
1167,1413536100.00,d
1168,1413547300.00,[20]
1169,1413558400.00,a
1170,1413569400.00,l
1171,1413580500.00,t
1172,1413591500.00,e
1173,1413602600.00,r
1174,1413613600.00,n
1175,1413624700.00,a
1176,1413635900.00,t
1177,1413647000.00,i
1178,1413658000.00,v
1179,1413669100.00,e
1180,1413680200.00,:
1181,1413691400.00,0
1182,1413702500.00,x
1183,1413713700.00,3
1184,1413724900.00,[0D]
1185,1413736000.00,[0A]
1186,1413747000.00,i
1187,1413758100.00,n
1188,1413769100.00,d
1189,1413780200.00,e
1190,1413791200.00,x
1191,1413802500.00,[20]
1192,1413813500.00,i
1193,1413824600.00,s
1194,1413835600.00,[20]
1195,1413846700.00,1
1196,1413857800.00,2
1197,1413868900.00,[0D]
1198,1413880000.00,[0A]
1199,1413891300.00,i
1200,1413902300.00,n
1201,1413913400.00,d
1202,1413924400.00,e
1203,1413935500.00,x
1204,1413946500.00,[20]
1205,1413957600.00,i
1206,1413968600.00,s
1207,1413979600.00,[20]
1208,1413990700.00,1
1209,1414001700.00,5
1210,1414013000.00,[0D]
1211,1414024000.00,[0A]
1212,1414035200.00,i
1213,1414046300.00,n
1214,1414057300.00,d
1215,1414068600.00,e
1216,1414079600.00,x
1217,1414090700.00,[20]
1218,1414101700.00,i
1219,1414113000.00,s
1220,1414124100.00,[20]
1221,1414135300.00,1
