Id,Time[ns],0:UART: RX/TX
9776,7715265500.00,[15]
9777,7715276500.00,[1B]
9778,7715287600.00,5
9779,7715298700.00,[19]
9780,7715309800.00,[8B]
9781,7715320900.00,[87]
9782,7715331900.00,7
9783,7715343000.00,5
9784,7715354100.00,[17]
9785,7715365200.00,5
9786,7715376200.00,9
9787,7715387300.00,[17]
9788,7715398400.00,5
9789,7715409500.00,7
9790,7715420600.00,[87]
9791,7715431600.00,3
9792,7715442700.00,5
9793,7715453800.00,[0D]
9794,7715464900.00,[17]
9795,7715476000.00,[15]
9796,7715487000.00,[1B]
9797,7715498100.00,5
9798,7715509100.00,[8B]
9799,7715520200.00,[87]
9800,7715531300.00,[99]
9801,7715542400.00,[9B]
9802,7715553500.00,[A5]
9803,7715564500.00,;
9804,7715575700.00,-
9805,7715586700.00,[17]
9806,7715597800.00,[87]
9807,7715608800.00,u
9808,7715619900.00,g
9809,7715631000.00,[87]
9810,7715642100.00,[87]
9811,7715653200.00,Y
9812,7715664200.00,[15]
9813,7715675300.00,[07]
9814,7715686400.00,[07]
9815,7715697500.00,!
9816,7715708600.00,[1B]
9817,7715719600.00,[17]
9818,7715730700.00,[E5]
9819,7715745200.00,[0D]
9820,7715817900.00,R
9821,7715830800.00,[98]
9822,7715841500.00,[B0]
9823,7715852400.00,[B0]
9824,7715864100.00,[D8]
9825,7715875100.00,[98]
9826,7715889800.00,[EB]
9827,7715904100.00,[91]
9828,7715915200.00,[91]
9829,7715926200.00,[93]
9830,7715937400.00,[93]
9831,7715948400.00,[87]
9832,7715959500.00,E
9833,7715970600.00,[83]
9834,7715981600.00,9
9835,7715992700.00,G
9836,7716003800.00,U
9837,7716014900.00,[8B]
9838,7716026000.00,[87]
9839,7716037000.00,[0D]
9840,7716048100.00,'
9841,7716059200.00,'
9842,7716070400.00,[87]
9843,7716081400.00,9
9844,7716092500.00,G
9845,7716103600.00,U
9846,7716114700.00,[A3]
9847,7716125700.00,[19]
9848,7716136800.00,[AD]
9849,7716147900.00,[87]
9850,7716159000.00,[19]
9851,7716170100.00,[17]
9852,7716181200.00,[1D]
9853,7716192200.00,[1B]
9854,7716203300.00,[17]
9855,7716214400.00,5
9856,7716225400.00,7
9857,7716236600.00,[83]
9858,7716247600.00,[0D]
9859,7716258700.00,[17]
9860,7716269800.00,[87]
9861,7716280800.00,5
9862,7716291900.00,g
9863,7716303000.00,[9D]
9864,7716314100.00,[E5]
9865,7716328600.00,[0D]
9866,7716343700.00,R
9867,7716356400.00,[90]
9868,7716367900.00,[D8]
9869,7716378600.00,[98]
9870,7716389600.00,[90]
9871,7716401000.00,[98]
9872,7716415600.00,[EB]
9873,7716429900.00,[91]
9874,7716441100.00,[83]
9875,7716452100.00,[9D]
9876,7716463200.00,[8D]
9877,7716474300.00,[97]
9878,7716485300.00,E
9879,7716496400.00,[87]
9880,7716507500.00,[0D]
9881,7716518600.00,'
9882,7716529700.00,[17]
9883,7716540800.00,5
9884,7716551800.00,[1B]
9885,7716562900.00,#
9886,7716574000.00,[1D]
9887,7716585000.00,[17]
9888,7716596200.00,-
9889,7716607200.00,[13]
9890,7716618300.00,5
9891,7716629400.00,[19]
9892,7716640400.00,[8B]
9893,7716651600.00,[87]
9894,7716662600.00,[07]
9895,7716673700.00,[1D]
9896,7716684800.00,[13]
9897,7716695900.00,9
9898,7716707000.00,'
9899,7716718000.00,-
9900,7716729100.00,#
9901,7716740100.00,1
9902,7716751300.00,[87]
9903,7716762300.00,)
9904,7716773400.00,5
9905,7716784500.00,[1B]
9906,7716795500.00,#
9907,7716806600.00,5
9908,7716817700.00,'
9909,7716828800.00,[87]
9910,7716839800.00,9
9911,7716850900.00,!
9912,7716862000.00,7
9913,7716873100.00,5
9914,7716884200.00,[E5]
9915,7716898700.00,[0D]
9916,7717779100.00,R
9917,7717792600.00,[D8]
9918,7717810000.00,[87]
9919,7717821000.00,[87]
9920,7717832200.00,[83]
9921,7717843200.00,[A3]
9922,7717854300.00,[8D]
9923,7717865400.00,[91]
9924,7717876400.00,[8D]
9925,7717887600.00,[93]
9926,7717898600.00,[9B]
9927,7717909700.00,[83]
9928,7717920800.00,E
9929,7717931900.00,[87]
9930,7717943000.00,3
9931,7717954000.00,5
9932,7717965100.00,[13]
9933,7717976200.00,[17]
9934,7717987300.00,%
9935,7717998300.00,[03]
9936,7718009400.00,3
9937,7718020500.00,[19]
9938,7718031500.00,[8B]
9939,7718042600.00,[87]
9940,7718053000.00,Z
9941,7718064800.00,#
9942,7718075900.00,-
9943,7718086900.00,[17]
9944,7718098100.00,-
9945,7718109100.00,[1D]
9946,7718120200.00,#
9947,7718131300.00,-
9948,7718142300.00,[0B]
9949,7718153400.00,5
9950,7718164500.00,7
9951,7718175600.00,[E5]
9952,7718190100.00,[0D]
9953,7725719100.00,R
9954,7725732100.00,[D8]
9955,7725749900.00,[83]
9956,7725760900.00,[87]
9957,7725772100.00,[83]
9958,7725783200.00,[A3]
9959,7725794200.00,[9D]
9960,7725805300.00,[87]
9961,7725816400.00,[91]
9962,7725827500.00,[95]
9963,7725838600.00,[93]
9964,7725849700.00,[97]
9965,7725860700.00,E
9966,7725871800.00,[87]
9967,7725882900.00,[1B]
9968,7725894000.00,[1D]
9969,7725905000.00,#
9970,7725916200.00,7
9971,7725927200.00,!
9972,7725938300.00,%
9973,7725949400.00,[8B]
9974,7725960400.00,[87]
9975,7725971500.00,1
9976,7725982600.00,5
9977,7725993700.00,[17]
9978,7726004700.00,A
9979,7726015800.00,[1B]
9980,7726026900.00,[1D]
9981,7726038000.00,#
9982,7726049100.00,7
9983,7726060100.00,!
9984,7726071200.00,%
9985,7726082400.00,A
9986,7726093400.00,[15]
9987,7726104500.00,[99]
9988,7726115600.00,[9B]
9989,7726126700.00,[83]
9990,7726137700.00,9
9991,7726148800.00,[1D]
9992,7726159900.00,#
9993,7726171000.00,#
9994,7726182100.00,5
9995,7726193200.00,3
9996,7726204200.00,[87]
9997,7726215300.00,3
9998,7726226400.00,[1B]
9999,7726237500.00,!
10000,7726248600.00,%
10001,7726259600.00,[87]
10002,7726270700.00,[1B]
10003,7726281800.00,[15]
10004,7726292800.00,9
10005,7726303900.00,)
10006,7726315000.00,5
10007,7726326100.00,[17]
10008,7726337200.00,A
10009,7726348200.00,[17]
10010,7726359300.00,[0D]
10011,7726370400.00,[1B]
10012,7726381500.00,'
10013,7726392600.00,5
10014,7726403700.00,A
10015,7726414700.00,[1D]
10016,7726425800.00,'
10017,7726436900.00,'
10018,7726448000.00,!
10019,7726459100.00,[19]
10020,7726470100.00,[A9]
10021,7726480900.00,[86]
10022,7726492300.00,[07]
10023,7726503300.00,[8D]
10024,7726514400.00,[87]
10025,7726525500.00,[87]
10026,7726536600.00,[A1]
10027,7726547700.00,[87]
10028,7726558700.00,[07]
10029,7726569900.00,[9B]
10030,7726580900.00,[93]
10031,7726592000.00,[87]
10032,7726603100.00,[87]
10033,7726613900.00,[11]
10034,7726625200.00,-
10035,7726636300.00,[17]
10036,7726647400.00,'
10037,7726658400.00,[87]
10038,7726669500.00,9
10039,7726680600.00,[1B]
10040,7726691700.00,#
10041,7726702800.00,1
10042,7726713800.00,A
10043,7726724900.00,-
10044,7726736000.00,#
10045,7726747100.00,-
10046,7726758200.00,[17]
10047,7726769200.00,[85]
10048,7726780300.00,[87]
10049,7726791400.00,[E5]
10050,7726806000.00,[0D]
10051,7727265800.00,R
10052,7727278100.00,[B0]
10053,7727289400.00,[B0]
10054,7727301000.00,[D8]
10055,7727311400.00,[B0]
10056,7727322600.00,[B0]
10057,7727333300.00,[B4]
10058,7727347600.00,v
10059,7727363100.00,[8D]
10060,7727374200.00,[9D]
10061,7727385300.00,[8D]
10062,7727396300.00,[97]
10063,7727407400.00,E
10064,7727418500.00,[83]
10065,7727429600.00,9
10066,7727440700.00,'
10067,7727451800.00,!
10068,7727462800.00,9
10069,7727473900.00,)
10070,7727485000.00,[19]
10071,7727496100.00,!
10072,7727507200.00,[15]
10073,7727518200.00,[1B]
10074,7727529300.00,9
10075,7727540400.00,5
10076,7727551400.00,[8B]
10077,7727562500.00,[83]
10078,7727573600.00,+
10079,7727584700.00,-
10080,7727595800.00,3
10081,7727606900.00,3
10082,7727617900.00,-
10083,7727629000.00,5
10084,7727640100.00,[19]
10085,7727651200.00,[8B]
10086,7727662200.00,[87]
10087,7727673300.00,%
10088,7727684400.00,[1D]
10089,7727695500.00,[19]
10090,7727706500.00,)
10091,7727717700.00,[8B]
10092,7727728700.00,[83]
10093,7727739800.00,[83]
10094,7727750900.00,[07]
10095,7727762100.00,3
10096,7727773100.00,3
10097,7727784200.00,3
10098,7727795300.00,3
10099,7727806300.00,3
10100,7727817400.00,3
10101,7727828500.00,3
10102,7727839600.00,3
10103,7727850700.00,[87]
10104,7727861700.00,%
10105,7727872900.00,[0D]
10106,7727883900.00,[07]
10107,7727895000.00,A
10108,7727906100.00,[19]
10109,7727917200.00,[0D]
10110,7727928200.00,9
10111,7727939300.00,'
10112,7727950400.00,5
10113,7727961400.00,[19]
10114,7727972500.00,[8B]
10115,7727983600.00,[87]
10116,7727994700.00,[87]
10117,7728005800.00,[03]
10118,7728016800.00,3
10119,7728028000.00,3
10120,7728039000.00,3
10121,7728050100.00,3
10122,7728061200.00,3
10123,7728072200.00,3
10124,7728083400.00,3
10125,7728094400.00,3
10126,7728105500.00,[A7]
10127,7728116600.00,[87]
10128,7728127600.00,%
10129,7728138800.00,[1D]
10130,7728149800.00,[03]
10131,7728160900.00,A
10132,7728172000.00,-
10133,7728183000.00,3
10134,7728194100.00,'
10135,7728205200.00,5
10136,7728216300.00,A
10137,7728227400.00,#
10138,7728238400.00,[19]
10139,7728249600.00,[8B]
10140,7728260600.00,[87]
10141,7728271700.00,[91]
10142,7728282700.00,[93]
10143,7728293800.00,[97]
10144,7728304900.00,[95]
10145,7728315900.00,[87]
10146,7728327100.00,[97]
10147,7728338100.00,[8D]
10148,7728349200.00,[91]
10149,7728360300.00,[87]
10150,7728371300.00,[95]
10151,7728382500.00,[9D]
10152,7728393500.00,[83]
10153,7728404600.00,[83]
10154,7728415700.00,[87]
10155,7728426700.00,[83]
10156,7728437800.00,[87]
10157,7728448900.00,[87]
10158,7728460000.00,#
10159,7728471100.00,[19]
10160,7728482200.00,[E5]
10161,7728496700.00,[0D]
10162,7728507600.00,R
10163,7728520300.00,[98]
10164,7728531900.00,[D8]
10165,7728549500.00,[83]
10166,7728560600.00,[87]
10167,7728571700.00,[A3]
10168,7728582800.00,[8D]
10169,7728593900.00,[8D]
10170,7728605000.00,[87]
10171,7728616000.00,[99]
10172,7728627100.00,[95]
10173,7728638200.00,[87]
10174,7728649300.00,E
10175,7728660400.00,[83]
10176,7728671400.00,3
10177,7728682500.00,[15]
10178,7728693600.00,[17]
10179,7728704600.00,5
10180,7728715800.00,[07]
10181,7728726800.00,[83]
10182,7728737900.00,'
10183,7728749000.00,[0D]
10184,7728760000.00,[19]
10185,7728771200.00,'
10186,7728782200.00,[87]
10187,7728793200.00,[17]
10188,7728804400.00,[1D]
10189,7728815400.00,[1B]
10190,7728826500.00,'
10191,7728837600.00,5
10192,7728848700.00,[83]
10193,7728859700.00,5
10194,7728870800.00,#
10195,7728881900.00,[13]
10196,7728893000.00,[1B]
10197,7728904100.00,-
10198,7728915200.00,5
10199,7728926300.00,[19]
10200,7728937300.00,[8B]
10201,7728948300.00,[87]
10202,7728959500.00,[8D]
10203,7728970500.00,[87]
10204,7728981600.00,[9B]
10205,7728992700.00,[93]
10206,7729003800.00,[83]
10207,7729014900.00,[A7]
10208,7729025900.00,!
10209,7729037100.00,[1B]
10210,7729048100.00,7
10211,7729059200.00,5
10212,7729070300.00,[1B]
10213,7729081300.00,[8B]
10214,7729092400.00,[87]
10215,7729103500.00,[95]
10216,7729114600.00,[A3]
10217,7729125700.00,[87]
10218,7729136700.00,[9D]
10219,7729147800.00,[99]
10220,7729158900.00,[8D]
10221,7729170000.00,[87]
10222,7729181000.00,[91]
10223,7729192100.00,[9B]
10224,7729203200.00,[87]
10225,7729214200.00,;
10226,7729225400.00,[0D]
10227,7729236400.00,[17]
10228,7729247500.00,5
10229,7729258600.00,[19]
10230,7729269700.00,[AD]
10231,7729280600.00,[E5]
10232,7729295300.00,[1D]
10233,7743563200.00,R
10234,7743576000.00,[98]
10235,7743587100.00,[98]
10236,7743598200.00,[98]
10237,7743609100.00,[90]
10238,7743620300.00,[98]
10239,7743630800.00,[B4]
10240,7743641900.00,[B3]
10241,7743653500.00,[98]
10242,7743665100.00,[D9]
10243,7743675700.00,[99]
10244,7743686700.00,[98]
10245,7743700500.00,V
10246,7743713800.00,[1D]
10247,7743727000.00,[07]
10248,7743738100.00,!
10249,7743749100.00,[1B]
10250,7743760200.00,[8B]
10251,7743771300.00,[87]
10252,7743782400.00,[1D]
10253,7743793500.00,[15]
10254,7743804500.00,[17]
10255,7743815600.00,!
10256,7743826700.00,%
10257,7743837800.00,[0D]
10258,7743848900.00,[17]
10259,7743859900.00,-
10260,7743871000.00,9
10261,7743882100.00,[0D]
10262,7743893100.00,#
10263,7743904300.00,'
10264,7743915300.00,[0D]
10265,7743926400.00,[83]
10266,7743937500.00,[15]
10267,7743948600.00,[19]
10268,7743959600.00,-
10269,7743970700.00,#
10270,7743981800.00,1
10271,7743992900.00,[83]
10272,7744003900.00,[1B]
10273,7744015000.00,5
10274,7744026100.00,[19]
10275,7744037200.00,[17]
10276,7744048200.00,[87]
10277,7744059300.00,9
10278,7744070400.00,'
10279,7744081500.00,5
10280,7744092600.00,9
10281,7744103600.00,)
10282,7744114800.00,[19]
10283,7744125800.00,[15]
10284,7744136900.00,%
10285,7744148000.00,%
10286,7744159000.00,-
10287,7744170100.00,#
10288,7744181200.00,1
10289,7744192300.00,[87]
10290,7744203400.00,3
10291,7744214400.00,[15]
10292,7744225600.00,#
10293,7744236600.00,9
10294,7744247700.00,[17]
10295,7744258800.00,-
10296,7744269800.00,!
10297,7744281000.00,#
10298,7744292000.00,[87]
10299,7744303100.00,[87]
10300,7744314200.00,[87]
10301,7744325000.00,[99]
10302,7744336300.00,[9B]
10303,7744347400.00,[1B]
10304,7744358500.00,5
10305,7744369600.00,1
10306,7744380600.00,[19]
10307,7744391700.00,[87]
10308,7744402800.00,[83]
10309,7744413900.00,[83]
10310,7744425000.00,[87]
10311,7744436000.00,[E5]
10312,7744450600.00,[8D]
10313,7744463900.00,[EA]
10314,7744480400.00,[87]
10315,7744491500.00,[87]
10316,7744502400.00,[87]
10317,7744513700.00,[87]
10318,7744524700.00,[A3]
10319,7744535800.00,[9B]
10320,7744546900.00,[83]
10321,7744558000.00,[93]
10322,7744569100.00,[99]
10323,7744580100.00,[83]
10324,7744591300.00,[8D]
10325,7744602300.00,E
10326,7744613400.00,[83]
10327,7744624400.00,[07]
10328,7744635600.00,-
10329,7744646600.00,#
10330,7744657600.00,9
10331,7744668800.00,[17]
10332,7744679800.00,[1B]
10333,7744690900.00,'
10334,7744702000.00,[87]
10335,7744712800.00,9
10336,7744724200.00,!
10337,7744735200.00,[1B]
10338,7744746300.00,5
10339,7744757400.00,[8B]
10340,7744768400.00,[83]
10341,7744779500.00,-
10342,7744790600.00,#
10343,7744801700.00,-
10344,7744812800.00,[17]
10345,7744823900.00,-
10346,7744834900.00,[0D]
10347,7744846000.00,'
10348,7744857100.00,-
10349,7744868100.00,[0B]
10350,7744879300.00,5
10351,7744890300.00,7
10352,7744901400.00,[83]
10353,7744912500.00,[07]
10354,7744923600.00,-
10355,7744934700.00,#
10356,7744945700.00,[19]
10357,7744956800.00,[17]
10358,7744967800.00,[1B]
10359,7744978900.00,'
10360,7744990000.00,[87]
10361,7745001000.00,[19]
10362,7745012200.00,[15]
10363,7745023200.00,[1B]
10364,7745034400.00,[19]
10365,7745045400.00,[0D]
10366,7745056500.00,[19]
10367,7745067600.00,[17]
10368,7745078600.00,5
10369,7745089700.00,%
10370,7745100800.00,[E5]
10371,7745115400.00,[0D]
10372,7745688100.00,R
10373,7745700300.00,[B0]
10374,7745711500.00,[B0]
10375,7745723000.00,[98]
10376,7745734000.00,[98]
10377,7745745000.00,[90]
10378,7745755600.00,[B4]
10379,7745766600.00,[B3]
10380,7745778400.00,[98]
10381,7745792100.00,V
10382,7745803200.00,[96]
10383,7745814200.00,6
10384,7745825300.00,V
10385,7745838600.00,[0D]
10386,7745851800.00,c
10387,7745862900.00,5
10388,7745874000.00,W
10389,7745885000.00,[8B]
10390,7745896100.00,[87]
10391,7745907000.00,[
10392,7745918300.00,5
10393,7745929400.00,1
10394,7745940500.00,-
10395,7745951500.00,[19]
10396,7745962600.00,[13]
10397,7745973700.00,5
10398,7745984800.00,[1B]
10399,7745995900.00,5
10400,7746006900.00,7
10401,7746018000.00,[87]
10402,7746029100.00,[07]
10403,7746040200.00,[1B]
10404,7746051300.00,!
10405,7746062300.00,[17]
10406,7746073400.00,!
10407,7746084500.00,9
10408,7746095500.00,!
10409,7746106700.00,#
10410,7746117700.00,[87]
10411,7746128700.00,3
10412,7746139900.00,[0D]
10413,7746150900.00,%
10414,7746162000.00,-
10415,7746173100.00,'
10416,7746184200.00,[0D]
10417,7746195300.00,[87]
10418,7746206300.00,[8D]
10419,7746217400.00,[93]
10420,7746228500.00,[E5]
10421,7746243000.00,[1D]
10422,7747007800.00,R
10423,7747020300.00,[B0]
10424,7747031700.00,[98]
10425,7747042800.00,[98]
10426,7747053600.00,[B0]
10427,7747064800.00,[90]
10428,7747075300.00,[B4]
10429,7747086500.00,[B3]
10430,7747098100.00,[98]
10431,7747109700.00,[D8]
10432,7747120300.00,[98]
10433,7747131800.00,Y
10434,7747145100.00,V
10435,7747158400.00,[1D]
10436,7747171200.00,&
10437,7747182700.00,7
10438,7747193700.00,[19]
10439,7747204800.00,!
10440,7747215900.00,[8B]
10441,7747227000.00,[87]
10442,7747237800.00,[9B]
10443,7747249100.00,[87]
10444,7747260200.00,[07]
10445,7747271300.00,[1D]
10446,7747282400.00,1
10447,7747293500.00,5
10448,7747304600.00,[19]
10449,7747315600.00,[83]
10450,7747326700.00,[A3]
10451,7747337800.00,[9D]
10452,7747348800.00,[83]
10453,7747359900.00,9
10454,7747371000.00,!
10455,7747382100.00,3
10456,7747393200.00,5
10457,7747404200.00,[87]
10458,7747415300.00,[03]
10459,7747426400.00,[83]
10460,7747437500.00,3
10461,7747448600.00,3
10462,7747459600.00,3
10463,7747470700.00,3
10464,7747481800.00,3
10465,7747492900.00,3
10466,7747504000.00,[87]
10467,7747515000.00,[83]
10468,7747526100.00,[87]
10469,7747537200.00,[87]
10470,7747548300.00,[91]
10471,7747559300.00,5
10472,7747570500.00,[93]
10473,7747581500.00,[83]
10474,7747592500.00,[87]
10475,7747603700.00,[87]
10476,7747614700.00,[A3]
10477,7747625800.00,[83]
10478,7747636900.00,[8D]
10479,7747647900.00,[87]
10480,7747659000.00,7
10481,7747670100.00,[0D]
10482,7747681200.00,[17]
10483,7747692200.00,[1D]
10484,7747703400.00,[87]
10485,7747714400.00,[07]
10486,7747725500.00,[87]
10487,7747736600.00,3
10488,7747747600.00,3
10489,7747758700.00,3
10490,7747769800.00,3
10491,7747780900.00,3
10492,7747792000.00,3
10493,7747803000.00,[87]
10494,7747814100.00,[87]
10495,7747825200.00,[87]
10496,7747836300.00,[87]
10497,7747847400.00,9
10498,7747858400.00,[91]
10499,7747869500.00,[97]
10500,7747880600.00,[87]
10501,7747891700.00,[87]
10502,7747902700.00,[87]
10503,7747913800.00,[AD]
10504,7747924900.00,[E5]
10505,7747935300.00,[D6]
10506,7747949400.00,R
10507,7747962400.00,[98]
10508,7747973200.00,[90]
10509,7747984800.00,[D8]
10510,7747995500.00,[98]
10511,7748006300.00,[B0]
10512,7748017000.00,[B4]
10513,7748028100.00,[B3]
10514,7748039600.00,[90]
10515,7748052400.00,[EC]
10516,7748068900.00,[87]
10517,7748080000.00,[9D]
10518,7748091100.00,E
10519,7748102200.00,[87]
10520,7748113200.00,'
10521,7748124300.00,[11]
10522,7748135500.00,[A5]
10523,7748146500.00,[1B]
10524,7748157600.00,[1B]
10525,7748168700.00,5
10526,7748179700.00,[1D]
10527,7748190900.00,)
10528,7748201900.00,[03]
10529,7748213000.00,!
10530,7748224100.00,-
10531,7748235100.00,#
10532,7748246300.00,[17]
10533,7748257300.00,[8B]
10534,7748268400.00,[83]
10535,7748279400.00,3
10536,7748290500.00,!
10537,7748301600.00,[15]
10538,7748312700.00,#
10539,7748323800.00,3
10540,7748334800.00,[83]
10541,7748345900.00,[93]
10542,7748357000.00,[83]
10543,7748368000.00,[1B]
10544,7748379200.00,[1B]
10545,7748390200.00,5
10546,7748401300.00,[1D]
10547,7748412400.00,)
10548,7748423400.00,[03]
10549,7748434600.00,!
10550,7748445600.00,-
10551,7748456700.00,#
10552,7748467800.00,[13]
10553,7748478900.00,[87]
10554,7748489900.00,[1D]
10555,7748501000.00,#
10556,7748512100.00,7
10557,7748523100.00,[83]
10558,7748534200.00,[93]
10559,7748545300.00,[87]
10560,7748556400.00,[11]
10561,7748567500.00,[1D]
10562,7748578500.00,[17]
10563,7748589700.00,9
10564,7748600700.00,'
10565,7748611800.00,[07]
10566,7748622900.00,!
10567,7748633900.00,-
10568,7748645000.00,#
10569,7748656100.00,[17]
10570,7748667200.00,[87]
10571,7748678100.00,[1B]
10572,7748689300.00,5
10573,7748700400.00,1
10574,7748711500.00,-
10575,7748722600.00,[19]
10576,7748733600.00,[17]
10577,7748744700.00,5
10578,7748755800.00,[1B]
10579,7748766900.00,[19]
10580,7748778000.00,[A3]
10581,7748789000.00,[E5]
10582,7748803600.00,[0D]
10583,7749399300.00,R
10584,7749412100.00,[98]
10585,7749423000.00,[90]
10586,7749434000.00,[B0]
10587,7749445400.00,[98]
10588,7749455900.00,[B0]
10589,7749466900.00,[B4]
10590,7749477900.00,[B3]
10591,7749492000.00,[D6]
10592,7749502700.00,l
10593,7749514400.00,V
10594,7749525500.00,6
10595,7749540900.00,E
10596,7749552000.00,[87]
10597,7749563100.00,3
10598,7749574100.00,e
10599,7749585300.00,[0D]
10600,7749596300.00,[8B]
10601,7749607400.00,[87]
10602,7749618300.00,[07]
10603,7749629600.00,[1B]
10604,7749640600.00,5
10605,7749651700.00,[0D]
10606,7749662800.00,'
10607,7749673800.00,'
10608,7749684900.00,!
10609,7749696000.00,9
10610,7749707100.00,[1D]
10611,7749718200.00,[17]
10612,7749729200.00,5
10613,7749740400.00,3
10614,7749751400.00,[83]
10615,7749762400.00,[9B]
10616,7749773600.00,[95]
10617,7749784600.00,[93]
10618,7749795700.00,[87]
10619,7749806800.00,i
10620,7749817900.00,-
10621,7749829100.00,[1B]
10622,7749840100.00,[83]
10623,7749851100.00,[07]
10624,7749862300.00,!
10625,7749873300.00,!
10626,7749884500.00,'
10627,7749895500.00,[87]
10628,7749906500.00,3
10629,7749917700.00,!
10630,7749928700.00,[1B]
10631,7749939900.00,[87]
10632,7749950900.00,[1D]
10633,7749962000.00,[17]
10634,7749973100.00,!
10635,7749984100.00,%
10636,7749995300.00,-
10637,7750006300.00,9
10638,7750017400.00,[87]
10639,7750028500.00,[1D]
10640,7750039500.00,'
10641,7750050700.00,'
10642,7750061700.00,!
10643,7750072800.00,9
10644,7750083900.00,[0D]
10645,7750094900.00,[17]
10646,7750106000.00,-
10647,7750117100.00,!
10648,7750128200.00,#
10649,7750139200.00,[19]
10650,7750150300.00,[E5]
10651,7750164800.00,[0D]
10652,7750418500.00,R
10653,7750431200.00,[98]
10654,7750442600.00,[D8]
10655,7750453400.00,[98]
10656,7750464500.00,[98]
10657,7750475800.00,[D8]
10658,7750490400.00,[DB]
10659,7750504700.00,[9D]
10660,7750515800.00,[9B]
10661,7750526900.00,[9B]
10662,7750537900.00,[93]
10663,7750549000.00,[8D]
10664,7750560100.00,E
10665,7750571200.00,[87]
10666,7750582200.00,[07]
10667,7750593400.00,[19]
10668,7750604400.00,[17]
10669,7750615500.00,!
10670,7750626600.00,[1B]
10671,7750637600.00,5
10672,7750648700.00,[8B]
10673,7750659800.00,[87]
10674,7750670900.00,[15]
10675,7750682000.00,[19]
10676,7750693000.00,-
10677,7750704100.00,#
10678,7750715200.00,1
10679,7750726300.00,[87]
10680,7750737400.00,[0B]
10681,7750748400.00,'
10682,7750759500.00,-
10683,7750770600.00,[1B]
10684,7750781700.00,[87]
10685,7750792700.00,9
10686,7750803800.00,!
10687,7750814900.00,%
10688,7750826000.00,[07]
10689,7750837100.00,[1B]
10690,7750848100.00,5
10691,7750859200.00,[19]
10692,7750870300.00,[19]
10693,7750881400.00,-
10694,7750892500.00,!
10695,7750903500.00,#
10696,7750914600.00,[E5]
10697,7750929100.00,[0D]
10698,7751208500.00,R
10699,7751221600.00,[D8]
10700,7751232200.00,[90]
10701,7751243300.00,[98]
10702,7751254500.00,[98]
10703,7751265600.00,[98]
10704,7751276100.00,[B4]
10705,7751287100.00,[B3]
10706,7751300800.00,,
10707,7751312600.00,6
10708,7751328000.00,[93]
10709,7751339000.00,[87]
10710,7751350100.00,E
10711,7751361200.00,[87]
10712,7751372200.00,9
10713,7751383400.00,!
10714,7751394400.00,#
10715,7751405500.00,[19]
10716,7751416600.00,!
10717,7751427600.00,'
10718,7751438800.00,5
10719,7751449800.00,[87]
10720,7751460900.00,I
10721,7751472000.00,[07]
10722,7751483000.00,[19]
10723,7751494200.00,[17]
10724,7751505200.00,!
10725,7751516300.00,[1B]
10726,7751527400.00,5
10727,7751538500.00,[A5]
10728,7751549500.00,[9D]
10729,7751560600.00,E
10730,7751571700.00,[87]
10731,7751582700.00,5
10732,7751593900.00,#
10733,7751604900.00,[0D]
10734,7751616000.00,[1B]
10735,7751627100.00,'
10736,7751638100.00,5
10737,7751649300.00,7
10738,7751660300.00,[E5]
10739,7751674900.00,[0D]
10740,7751792500.00,R
10741,7751805500.00,[98]
10742,7751816500.00,[98]
10743,7751827600.00,[98]
10744,7751838900.00,[D8]
10745,7751849500.00,[B0]
10746,7751860200.00,[B4]
10747,7751871300.00,[B3]
10748,7751885000.00,$
10749,7751896700.00,6
10750,7751907800.00,v
10751,7751918800.00,v
10752,7751929900.00,V
10753,7751943200.00,[1D]
10754,7751956400.00,[07]
10755,7751967500.00,[19]
10756,7751978600.00,[17]
10757,7751989700.00,!
10758,7752000700.00,[1B]
10759,7752011800.00,5
10760,7752022900.00,[8B]
10761,7752033900.00,[87]
10762,7752045100.00,[
10763,7752056100.00,5
10764,7752067200.00,1
10765,7752078300.00,-
10766,7752089400.00,[19]
10767,7752100500.00,[17]
10768,7752111500.00,5
10769,7752122600.00,[1B]
10770,7752133700.00,5
10771,7752144800.00,7
10772,7752155800.00,[87]
10773,7752166900.00,[1B]
10774,7752178000.00,[1D]
10775,7752189000.00,%
10776,7752200200.00,!
10777,7752211200.00,!
10778,7752222300.00,[07]
10779,7752233400.00,[19]
10780,7752244500.00,[87]
10781,7752255500.00,[1D]
10782,7752266600.00,[19]
10783,7752277700.00,[87]
10784,7752288800.00,[07]
10785,7752299800.00,5
10786,7752311000.00,[1B]
10787,7752322000.00,[19]
10788,7752333100.00,-
10789,7752344200.00,[19]
10790,7752355200.00,[17]
10791,7752366400.00,5
10792,7752377400.00,#
10793,7752388500.00,[17]
10794,7752399600.00,[87]
10795,7752410600.00,[19]
10796,7752421700.00,[17]
10797,7752432800.00,!
10798,7752443900.00,[1B]
10799,7752455000.00,5
10800,7752466100.00,[87]
10801,7752477100.00,;
10802,7752488200.00,[1D]
10803,7752499300.00,9
10804,7752510300.00,)
10805,7752521500.00,5
10806,7752532500.00,#
10807,7752543600.00,7
10808,7752554700.00,[E5]
10809,7752569200.00,[8D]
10810,7752582400.00,[EA]
10811,7752598900.00,[87]
10812,7752610000.00,[87]
