Id,Time[ns],0:UART: RX/TX
10716,5705589100.00,g
10717,5705600100.00,i
10718,5705611200.00,s
10719,5705622300.00,t
10720,5705633400.00,e
10721,5705644400.00,r
10722,5705655500.00,e
10723,5705666600.00,d
10724,5705677700.00,[20]
10725,5705688800.00,p
10726,5705699800.00,r
10727,5705710900.00,o
10728,5705722000.00,t
10729,5705733100.00,o
10730,5705744200.00,c
10731,5705755200.00,o
10732,5705766300.00,l
10733,5705777400.00,[20]
10734,5705788500.00,f
10735,5705799600.00,a
10736,5705810600.00,m
10737,5705821700.00,i
10738,5705832800.00,l
10739,5705843900.00,y
10740,5705855000.00,[20]
10741,5705866000.00,1
10742,5705877100.00,6
10743,5705888200.00,[0D]
10744,5705899300.00,[0A]
10745,5706672400.00,[
10746,5706683500.00,[20]
10747,5706694600.00,[20]
10748,5706705700.00,[20]
10749,5706716700.00,[20]
10750,5706727800.00,0
10751,5706738900.00,.
10752,5706750000.00,2
10753,5706761100.00,0
10754,5706772100.00,8
10755,5706783200.00,9
10756,5706794300.00,3
10757,5706805400.00,9
10758,5706816400.00,]
10759,5706827500.00,[20]
10760,5706838700.00,v
10761,5706849700.00,d
10762,5706860800.00,s
10763,5706871900.00,o
10764,5706882900.00,:
10765,5706894000.00,[20]
10766,5706905100.00,2
10767,5706916200.00,[20]
10768,5706927200.00,p
10769,5706938300.00,a
10770,5706949400.00,g
10771,5706960500.00,e
10772,5706971600.00,s
10773,5706982700.00,[20]
10774,5706993700.00,(
10775,5707004800.00,1
10776,5707015900.00,[20]
10777,5707027000.00,c
10778,5707038000.00,o
10779,5707049100.00,d
10780,5707060200.00,e
10781,5707071300.00,[20]
10782,5707082400.00,@
10783,5707093400.00,[20]
10784,5707104500.00,f
10785,5707115600.00,f
10786,5707126600.00,f
10787,5707137700.00,f
10788,5707148800.00,f
10789,5707159900.00,f
10790,5707170900.00,8
10791,5707182100.00,0
10792,5707193100.00,0
10793,5707204200.00,8
10794,5707215300.00,7
10795,5707226300.00,e
10796,5707237500.00,6
10797,5707248500.00,0
10798,5707259600.00,0
10799,5707270700.00,0
10800,5707281700.00,,
10801,5707292900.00,[20]
10802,5707303900.00,1
10803,5707315000.00,[20]
10804,5707326100.00,d
10805,5707337100.00,a
10806,5707348200.00,t
10807,5707359300.00,a
10808,5707370400.00,[20]
10809,5707381400.00,@
10810,5707392500.00,[20]
10811,5707403600.00,f
10812,5707414600.00,f
10813,5707425800.00,f
10814,5707436800.00,f
10815,5707447900.00,f
10816,5707459000.00,f
10817,5707470000.00,8
10818,5707481200.00,0
10819,5707492200.00,0
10820,5707503300.00,8
10821,5707514400.00,c
10822,5707525500.00,7
10823,5707536600.00,4
10824,5707547600.00,0
10825,5707558700.00,0
10826,5707569800.00,0
10827,5707580900.00,)
10828,5707591900.00,[0D]
10829,5707603000.00,[0A]
10830,5707614300.00,[
10831,5707625300.00,[20]
10832,5707636500.00,[20]
10833,5707647500.00,[20]
10834,5707658600.00,[20]
10835,5707669700.00,0
10836,5707680700.00,.
10837,5707691800.00,2
10838,5707702900.00,0
10839,5707714000.00,9
10840,5707725100.00,8
10841,5707736100.00,8
10842,5707747200.00,4
10843,5707758300.00,]
10844,5707769400.00,[20]
10845,5707780400.00,h
10846,5707791500.00,w
10847,5707802600.00,-
10848,5707813700.00,b
10849,5707824800.00,r
10850,5707835800.00,e
10851,5707846900.00,a
10852,5707858000.00,k
10853,5707869100.00,p
10854,5707880200.00,o
10855,5707891200.00,i
10856,5707902300.00,n
10857,5707913400.00,t
10858,5707924500.00,:
10859,5707935500.00,[20]
10860,5707946600.00,f
10861,5707957700.00,o
10862,5707968800.00,u
10863,5707979900.00,n
10864,5707990900.00,d
10865,5708002000.00,[20]
10866,5708013100.00,6
10867,5708024100.00,[20]
10868,5708035200.00,b
10869,5708046300.00,r
10870,5708057400.00,e
10871,5708068500.00,a
10872,5708079500.00,k
10873,5708090600.00,p
10874,5708101700.00,o
10875,5708112800.00,i
10876,5708123900.00,n
10877,5708134900.00,t
10878,5708146000.00,[20]
10879,5708157100.00,a
10880,5708168200.00,n
10881,5708179200.00,d
10882,5708190300.00,[20]
10883,5708201400.00,4
10884,5708212500.00,[20]
10885,5708223600.00,w
10886,5708234600.00,a
10887,5708245700.00,t
10888,5708256800.00,c
10889,5708267900.00,h
10890,5708279000.00,p
10891,5708290000.00,o
10892,5708301100.00,i
10893,5708312200.00,n
10894,5708323300.00,t
10895,5708334300.00,[20]
10896,5708345400.00,r
10897,5708356500.00,e
10898,5708367500.00,g
10899,5708378600.00,i
10900,5708389700.00,s
10901,5708400800.00,t
10902,5708411900.00,e
10903,5708422900.00,r
10904,5708434100.00,s
10905,5708445100.00,.
10906,5708456200.00,[0D]
10907,5708467300.00,[0A]
10908,5709056800.00,[
10909,5709067900.00,[20]
10910,5709079000.00,[20]
10911,5709090000.00,[20]
10912,5709101100.00,[20]
10913,5709112300.00,0
10914,5709123300.00,.
10915,5709134400.00,2
10916,5709145400.00,1
10917,5709156500.00,1
10918,5709167600.00,3
10919,5709178600.00,2
10920,5709189800.00,6
10921,5709200800.00,]
10922,5709211900.00,[20]
10923,5709223000.00,D
10924,5709234000.00,M
10925,5709245200.00,A
10926,5709256200.00,:
10927,5709267300.00,[20]
10928,5709278400.00,p
10929,5709289400.00,r
10930,5709300500.00,e
10931,5709311500.00,a
10932,5709322700.00,l
10933,5709333700.00,l
10934,5709344800.00,o
10935,5709355900.00,c
10936,5709367000.00,a
10937,5709378100.00,t
10938,5709389100.00,e
10939,5709400200.00,d
10940,5709411300.00,[20]
10941,5709422400.00,2
10942,5709433400.00,5
10943,5709444500.00,6
10944,5709455600.00,[20]
10945,5709466600.00,K
10946,5709477800.00,i
10947,5709488800.00,B
10948,5709499900.00,[20]
10949,5709511000.00,p
10950,5709522000.00,o
10951,5709533200.00,o
10952,5709544200.00,l
10953,5709555300.00,[20]
10954,5709566400.00,f
10955,5709577400.00,o
10956,5709588500.00,r
10957,5709599600.00,[20]
10958,5709610700.00,a
10959,5709621800.00,t
10960,5709632800.00,o
10961,5709643900.00,m
10962,5709655000.00,i
10963,5709666100.00,c
10964,5709677100.00,[20]
10965,5709688200.00,a
10966,5709699300.00,l
10967,5709710400.00,l
10968,5709721500.00,o
10969,5709732500.00,c
10970,5709743600.00,a
10971,5709754700.00,t
10972,5709765800.00,i
10973,5709776900.00,o
10974,5709787900.00,n
10975,5709799000.00,s
10976,5709810100.00,[0D]
10977,5709821200.00,[0A]
10978,5710103700.00,[
10979,5710114800.00,[20]
10980,5710125900.00,[20]
10981,5710137000.00,[20]
10982,5710148000.00,[20]
10983,5710159100.00,0
10984,5710170200.00,.
10985,5710181200.00,2
10986,5710192400.00,1
10987,5710203400.00,2
10988,5710214500.00,3
10989,5710225600.00,7
10990,5710236600.00,3
10991,5710247800.00,]
10992,5710258800.00,[20]
10993,5710269900.00,p
10994,5710281000.00,s
10995,5710292000.00,t
10996,5710303200.00,o
10997,5710314200.00,r
10998,5710325300.00,e
10999,5710336400.00,:
11000,5710347400.00,[20]
11001,5710358500.00,u
11002,5710369600.00,s
11003,5710380700.00,i
11004,5710391700.00,n
11005,5710402800.00,g
11006,5710413900.00,[20]
11007,5710425000.00,z
11008,5710436100.00,l
11009,5710447100.00,i
11010,5710458200.00,b
11011,5710469300.00,[20]
11012,5710480400.00,c
11013,5710491400.00,o
11014,5710502500.00,m
11015,5710513600.00,p
11016,5710524600.00,r
11017,5710535800.00,e
11018,5710546900.00,s
11019,5710557900.00,s
11020,5710569000.00,i
11021,5710580100.00,o
11022,5710591200.00,n
11023,5710602200.00,[0D]
11024,5710613300.00,[0A]
11025,5710864400.00,[
11026,5710875500.00,[20]
11027,5710886500.00,[20]
11028,5710897700.00,[20]
11029,5710908700.00,[20]
11030,5710919800.00,0
11031,5710930900.00,.
11032,5710942000.00,2
11033,5710953100.00,1
11034,5710964100.00,3
11035,5710975200.00,1
11036,5710986300.00,3
11037,5710997400.00,5
11038,5711008400.00,]
11039,5711019500.00,[20]
11040,5711030600.00,c
11041,5711041600.00,o
11042,5711052800.00,n
11043,5711063800.00,s
11044,5711074900.00,o
11045,5711086000.00,l
11046,5711097000.00,e
11047,5711108200.00,[20]
11048,5711119200.00,[
11049,5711130300.00,p
11050,5711141400.00,s
11051,5711152400.00,t
11052,5711163500.00,o
11053,5711174600.00,r
11054,5711185700.00,e
11055,5711196800.00,-
11056,5711207800.00,1
11057,5711218900.00,]
11058,5711230000.00,[20]
11059,5711241100.00,e
11060,5711252100.00,n
11061,5711263200.00,a
11062,5711274300.00,b
11063,5711285400.00,l
11064,5711296500.00,e
11065,5711307500.00,d
11066,5711318600.00,[0D]
11067,5711329700.00,[0A]
11068,5711448400.00,[
11069,5711459600.00,[20]
11070,5711470700.00,[20]
11071,5711481800.00,[20]
11072,5711492900.00,[20]
11073,5711503900.00,0
11074,5711515000.00,.
11075,5711526100.00,2
11076,5711537200.00,1
11077,5711548300.00,3
11078,5711559300.00,7
11079,5711570400.00,1
11080,5711581500.00,8
11081,5711592500.00,]
11082,5711603700.00,[20]
11083,5711614700.00,p
11084,5711625800.00,s
11085,5711636900.00,t
11086,5711647900.00,o
11087,5711659100.00,r
11088,5711670100.00,e
11089,5711681200.00,:
11090,5711692300.00,[20]
11091,5711703300.00,R
11092,5711714400.00,e
11093,5711725500.00,g
11094,5711736600.00,i
11095,5711747700.00,s
11096,5711758700.00,t
11097,5711769800.00,e
11098,5711780900.00,r
11099,5711792000.00,e
11100,5711803000.00,d
11101,5711814100.00,[20]
11102,5711825200.00,r
11103,5711836300.00,a
11104,5711847400.00,m
11105,5711858400.00,o
11106,5711869600.00,o
11107,5711880600.00,p
11108,5711891700.00,s
11109,5711902800.00,[20]
11110,5711913800.00,a
11111,5711925000.00,s
11112,5711936000.00,[20]
11113,5711947100.00,p
11114,5711958200.00,e
11115,5711969200.00,r
11116,5711980300.00,s
11117,5711991400.00,i
11118,5712002500.00,s
11119,5712013500.00,t
11120,5712024600.00,e
11121,5712035700.00,n
11122,5712046800.00,t
11123,5712057900.00,[20]
11124,5712068900.00,s
11125,5712080000.00,t
11126,5712091100.00,o
11127,5712102100.00,r
11128,5712113300.00,e
11129,5712124300.00,[20]
11130,5712135400.00,b
11131,5712146500.00,a
11132,5712157500.00,c
11133,5712168700.00,k
11134,5712179700.00,e
11135,5712190800.00,n
11136,5712201900.00,d
11137,5712213000.00,[0D]
11138,5712224000.00,[0A]
11139,5712235100.00,[
11140,5712246200.00,[20]
11141,5712257200.00,[20]
11142,5712268300.00,[20]
11143,5712279300.00,[20]
11144,5712290500.00,0
11145,5712301500.00,.
11146,5712312600.00,2
11147,5712323700.00,1
11148,5712334700.00,4
11149,5712345900.00,5
11150,5712356900.00,0
11151,5712368000.00,2
11152,5712379100.00,]
11153,5712390100.00,[20]
11154,5712401200.00,r
11155,5712412300.00,a
11156,5712423400.00,m
11157,5712434500.00,o
11158,5712445500.00,o
11159,5712456600.00,p
11160,5712467700.00,s
11161,5712478800.00,:
11162,5712489800.00,[20]
11163,5712500900.00,a
11164,5712512000.00,t
11165,5712523100.00,t
11166,5712534200.00,a
11167,5712545200.00,c
11168,5712556300.00,h
11169,5712567400.00,e
11170,5712578500.00,d
11171,5712589600.00,[20]
11172,5712600600.00,0
11173,5712611700.00,x
11174,5712622700.00,4
11175,5712633900.00,0
11176,5712644900.00,0
11177,5712656000.00,0
11178,5712667100.00,0
11179,5712678100.00,@
11180,5712689300.00,0
11181,5712700300.00,x
11182,5712711400.00,3
11183,5712722500.00,f
11184,5712733500.00,c
11185,5712744700.00,0
11186,5712755800.00,0
11187,5712766900.00,0
11188,5712778000.00,0
11189,5712789000.00,,
11190,5712800100.00,[20]
11191,5712811200.00,e
11192,5712822200.00,c
11193,5712833400.00,c
11194,5712844400.00,:
11195,5712855500.00,[20]
11196,5712866600.00,0
11197,5712877600.00,/
11198,5712888800.00,0
11199,5712899800.00,[0D]
11200,5712910900.00,[0A]
11201,5716629700.00,[
11202,5716640800.00,[20]
11203,5716651900.00,[20]
11204,5716663000.00,[20]
11205,5716674100.00,[20]
11206,5716685100.00,0
11207,5716696200.00,.
11208,5716707300.00,2
11209,5716718400.00,1
11210,5716729500.00,8
11211,5716740500.00,8
11212,5716751600.00,9
11213,5716762700.00,6
11214,5716773800.00,]
11215,5716784800.00,[20]
11216,5716796000.00,h
11217,5716807000.00,o
11218,5716818100.00,b
11219,5716829200.00,o
11220,5716840200.00,t
11221,5716851300.00,_
11222,5716862400.00,d
11223,5716873500.00,m
11224,5716884500.00,a
11225,5716895600.00,[20]
11226,5716906700.00,a
11227,5716917800.00,1
11228,5716928900.00,0
11229,5716939900.00,0
11230,5716951000.00,5
11231,5716962100.00,0
11232,5716973100.00,0
11233,5716984200.00,0
11234,5716995300.00,.
11235,5717006400.00,d
11236,5717017400.00,m
11237,5717028500.00,a
11238,5717039600.00,:
11239,5717050700.00,[20]
11240,5717061800.00,H
11241,5717072800.00,o
11242,5717083900.00,b
11243,5717095000.00,o
11244,5717106100.00,t
11245,5717117100.00,[20]
11246,5717128200.00,D
11247,5717139300.00,M
11248,5717150400.00,A
11249,5717161500.00,[20]
11250,5717172500.00,E
11251,5717183600.00,n
11252,5717194700.00,g
11253,5717205800.00,i
11254,5717216900.00,n
11255,5717227900.00,e
11256,5717239000.00,[20]
11257,5717250100.00,D
11258,5717261100.00,r
11259,5717272300.00,i
11260,5717283300.00,v
11261,5717294400.00,e
11262,5717305500.00,r
11263,5717316500.00,[20]
11264,5717327600.00,P
11265,5717338700.00,r
11266,5717349800.00,o
11267,5717360900.00,b
11268,5717371900.00,e
11269,5717383000.00,d
11270,5717394100.00,!
11271,5717405200.00,!
11272,5717416300.00,[0D]
11273,5717427300.00,[0A]
11274,5727734900.00,[
11275,5727746000.00,[20]
11276,5727757100.00,[20]
11277,5727768200.00,[20]
11278,5727779300.00,[20]
11279,5727790400.00,0
11280,5727801400.00,.
11281,5727812500.00,2
11282,5727823600.00,3
11283,5727834600.00,0
11284,5727845800.00,0
11285,5727856800.00,0
11286,5727867900.00,1
11287,5727879000.00,]
11288,5727890000.00,[20]
11289,5727901100.00,S
11290,5727912200.00,C
11291,5727923300.00,S
11292,5727934400.00,I
11293,5727945400.00,[20]
11294,5727956500.00,s
11295,5727967600.00,u
11296,5727978700.00,b
11297,5727989700.00,s
11298,5728000800.00,y
11299,5728011900.00,s
11300,5728023000.00,t
11301,5728034100.00,e
11302,5728045100.00,m
11303,5728056300.00,[20]
11304,5728067300.00,i
11305,5728078400.00,n
11306,5728089500.00,i
11307,5728100500.00,t
11308,5728111600.00,i
11309,5728122700.00,a
11310,5728133800.00,l
11311,5728144900.00,i
11312,5728155900.00,z
11313,5728167000.00,e
11314,5728178000.00,d
11315,5728189200.00,[0D]
11316,5728200200.00,[0A]
11317,5728338300.00,[
11318,5728349400.00,[20]
11319,5728360500.00,[20]
11320,5728371600.00,[20]
11321,5728382700.00,[20]
11322,5728393800.00,0
11323,5728404900.00,.
11324,5728415900.00,2
11325,5728427000.00,3
11326,5728438100.00,0
11327,5728449200.00,6
11328,5728460200.00,0
11329,5728471300.00,8
11330,5728482400.00,]
11331,5728493500.00,[20]
11332,5728504600.00,u
11333,5728515600.00,s
11334,5728526700.00,b
11335,5728537800.00,c
11336,5728548800.00,o
11337,5728560000.00,r
11338,5728571000.00,e
11339,5728582100.00,:
11340,5728593200.00,[20]
11341,5728604200.00,r
11342,5728615400.00,e
11343,5728626400.00,g
11344,5728637500.00,i
11345,5728648600.00,s
11346,5728659600.00,t
11347,5728670700.00,e
11348,5728681800.00,r
11349,5728692900.00,e
11350,5728703900.00,d
11351,5728715000.00,[20]
11352,5728726100.00,n
11353,5728737200.00,e
11354,5728748300.00,w
11355,5728759300.00,[20]
11356,5728770400.00,i
11357,5728781500.00,n
11358,5728792600.00,t
11359,5728803700.00,e
11360,5728814700.00,r
11361,5728825800.00,f
11362,5728836900.00,a
11363,5728848000.00,c
11364,5728859100.00,e
11365,5728870100.00,[20]
11366,5728881200.00,d
11367,5728892300.00,r
11368,5728903400.00,i
11369,5728914400.00,v
11370,5728925500.00,e
11371,5728936600.00,r
11372,5728947700.00,[20]
11373,5728958800.00,u
11374,5728969800.00,s
11375,5728980900.00,b
11376,5728992000.00,f
11377,5729003000.00,s
11378,5729014200.00,[0D]
11379,5729025200.00,[0A]
11380,5729056700.00,[
11381,5729067900.00,[20]
11382,5729079000.00,[20]
11383,5729090000.00,[20]
11384,5729101200.00,[20]
11385,5729112200.00,0
11386,5729123300.00,.
11387,5729134400.00,2
11388,5729145400.00,3
11389,5729156500.00,1
11390,5729167600.00,3
11391,5729178700.00,2
11392,5729189700.00,7
11393,5729200800.00,]
11394,5729211900.00,[20]
11395,5729223000.00,u
11396,5729234100.00,s
11397,5729245100.00,b
11398,5729256200.00,c
11399,5729267300.00,o
11400,5729278400.00,r
11401,5729289500.00,e
11402,5729300500.00,:
11403,5729311600.00,[20]
11404,5729322600.00,r
11405,5729333800.00,e
11406,5729344800.00,g
11407,5729355900.00,i
11408,5729367000.00,s
11409,5729378000.00,t
11410,5729389200.00,e
11411,5729400200.00,r
11412,5729411300.00,e
11413,5729422400.00,d
11414,5729433400.00,[20]
11415,5729444500.00,n
11416,5729455600.00,e
11417,5729466700.00,w
11418,5729477800.00,[20]
11419,5729488800.00,i
11420,5729499900.00,n
11421,5729511000.00,t
11422,5729522100.00,e
11423,5729533100.00,r
11424,5729544200.00,f
11425,5729555300.00,a
11426,5729566400.00,c
11427,5729577500.00,e
11428,5729588500.00,[20]
11429,5729599600.00,d
11430,5729610700.00,r
11431,5729621800.00,i
11432,5729632900.00,v
11433,5729643900.00,e
11434,5729655100.00,r
11435,5729666100.00,[20]
11436,5729677200.00,h
11437,5729688300.00,u
11438,5729699300.00,b
11439,5729710400.00,[0D]
11440,5729721500.00,[0A]
11441,5729780000.00,[
11442,5729791200.00,[20]
11443,5729802300.00,[20]
11444,5729813300.00,[20]
11445,5729824400.00,[20]
11446,5729835500.00,0
11447,5729846600.00,.
11448,5729857700.00,2
11449,5729868700.00,3
11450,5729879800.00,2
11451,5729890900.00,0
11452,5729902000.00,5
11453,5729913000.00,1
11454,5729924100.00,]
11455,5729935200.00,[20]
11456,5729946200.00,u
11457,5729957400.00,s
11458,5729968400.00,b
11459,5729979500.00,c
11460,5729990600.00,o
11461,5730001600.00,r
11462,5730012700.00,e
11463,5730023800.00,:
11464,5730034900.00,[20]
11465,5730045900.00,r
11466,5730057000.00,e
11467,5730068100.00,g
11468,5730079200.00,i
11469,5730090300.00,s
11470,5730101500.00,t
11471,5730112500.00,e
11472,5730123600.00,r
11473,5730134800.00,e
11474,5730145800.00,d
11475,5730156900.00,[20]
11476,5730168000.00,n
11477,5730179100.00,e
11478,5730190200.00,w
11479,5730201300.00,[20]
11480,5730212300.00,d
11481,5730223500.00,e
11482,5730234500.00,v
11483,5730245600.00,i
11484,5730256700.00,c
11485,5730267700.00,e
11486,5730278900.00,[20]
11487,5730289900.00,d
11488,5730301000.00,r
11489,5730312000.00,i
11490,5730323100.00,v
11491,5730334200.00,e
11492,5730345300.00,r
11493,5730356400.00,[20]
11494,5730367400.00,u
11495,5730378500.00,s
11496,5730389600.00,b
11497,5730400600.00,[0D]
11498,5730411800.00,[0A]
11499,5730538900.00,[
11500,5730550000.00,[20]
11501,5730561200.00,[20]
11502,5730572300.00,[20]
11503,5730583300.00,[20]
11504,5730594500.00,0
11505,5730605500.00,.
11506,5730616600.00,2
11507,5730627700.00,3
11508,5730638700.00,2
11509,5730649900.00,8
11510,5730660900.00,0
11511,5730672000.00,9
11512,5730683100.00,]
11513,5730694100.00,[20]
11514,5730705300.00,m
11515,5730716300.00,e
11516,5730727400.00,d
11517,5730738500.00,i
11518,5730749500.00,a
11519,5730760600.00,:
11520,5730771700.00,[20]
11521,5730782800.00,L
11522,5730793800.00,i
11523,5730804900.00,n
11524,5730816100.00,u
11525,5730827100.00,x
11526,5730838200.00,[20]
11527,5730849300.00,m
11528,5730860300.00,e
11529,5730871400.00,d
11530,5730882500.00,i
11531,5730893600.00,a
11532,5730904600.00,[20]
11533,5730915700.00,i
11534,5730926800.00,n
11535,5730937800.00,t
11536,5730949000.00,e
11537,5730960000.00,r
11538,5730971100.00,f
11539,5730982200.00,a
11540,5730993300.00,c
11541,5731004300.00,e
11542,5731015400.00,:
11543,5731026500.00,[20]
11544,5731037600.00,v
11545,5731048700.00,0
11546,5731059800.00,.
11547,5731070800.00,1
11548,5731081900.00,0
11549,5731092900.00,[0D]
11550,5731104100.00,[0A]
11551,5731129000.00,[
11552,5731140100.00,[20]
11553,5731151100.00,[20]
11554,5731162200.00,[20]
11555,5731173300.00,[20]
11556,5731184300.00,0
11557,5731195500.00,.
11558,5731206500.00,2
11559,5731217600.00,3
11560,5731228700.00,3
11561,5731239800.00,4
11562,5731250900.00,0
11563,5731261900.00,0
11564,5731273000.00,]
11565,5731284100.00,[20]
11566,5731295100.00,L
11567,5731306200.00,i
11568,5731317300.00,n
11569,5731328400.00,u
11570,5731339400.00,x
11571,5731350600.00,[20]
11572,5731361600.00,v
11573,5731372700.00,i
11574,5731383800.00,d
11575,5731394800.00,e
11576,5731405900.00,o
11577,5731417000.00,[20]
11578,5731428100.00,c
11579,5731439100.00,a
11580,5731450200.00,p
11581,5731461300.00,t
11582,5731472400.00,u
11583,5731483500.00,r
11584,5731494500.00,e
11585,5731505600.00,[20]
11586,5731516700.00,i
11587,5731527700.00,n
11588,5731538900.00,t
11589,5731549900.00,e
11590,5731561000.00,r
11591,5731572100.00,f
11592,5731583200.00,a
11593,5731594300.00,c
11594,5731605300.00,e
11595,5731616400.00,:
11596,5731627500.00,[20]
11597,5731638600.00,v
11598,5731649600.00,2
11599,5731660700.00,.
11600,5731671800.00,0
11601,5731682800.00,0
11602,5731694000.00,[0D]
11603,5731705000.00,[0A]
11604,5731744900.00,[
11605,5731756100.00,[20]
11606,5731767100.00,[20]
11607,5731778200.00,[20]
11608,5731789200.00,[20]
11609,5731800300.00,0
11610,5731811500.00,.
11611,5731822500.00,2
11612,5731833600.00,3
11613,5731844700.00,4
11614,5731855800.00,0
11615,5731866800.00,1
11616,5731877900.00,6
11617,5731889000.00,]
11618,5731900100.00,[20]
11619,5731911200.00,p
11620,5731922300.00,p
11621,5731933300.00,s
11622,5731944400.00,_
11623,5731955400.00,c
11624,5731966600.00,o
11625,5731977600.00,r
11626,5731988700.00,e
11627,5731999800.00,:
11628,5732010800.00,[20]
11629,5732022000.00,L
11630,5732033000.00,i
11631,5732044100.00,n
11632,5732055200.00,u
11633,5732066200.00,x
11634,5732077300.00,P
11635,5732088400.00,P
11636,5732099500.00,S
11637,5732110600.00,[20]
11638,5732121600.00,A
11639,5732132700.00,P
11640,5732143800.00,I
11641,5732154900.00,[20]
11642,5732165900.00,v
11643,5732177000.00,e
11644,5732188100.00,r
11645,5732199200.00,.
11646,5732210300.00,[20]
11647,5732221300.00,1
11648,5732232400.00,[20]
11649,5732243500.00,r
11650,5732254600.00,e
11651,5732265700.00,g
11652,5732276700.00,i
11653,5732287800.00,s
11654,5732298900.00,t
11655,5732310000.00,e
11656,5732321100.00,r
11657,5732332100.00,e
11658,5732343200.00,d
11659,5732354200.00,[0D]
11660,5732365400.00,[0A]
11661,5732376400.00,[
11662,5732387500.00,[20]
11663,5732398600.00,[20]
11664,5732409600.00,[20]
11665,5732420700.00,[20]
11666,5732431800.00,0
11667,5732442900.00,.
11668,5732453900.00,2
11669,5732465000.00,3
11670,5732476100.00,4
11671,5732487200.00,6
11672,5732498300.00,4
11673,5732509500.00,2
11674,5732520500.00,]
11675,5732531600.00,[20]
11676,5732542700.00,p
11677,5732553700.00,p
11678,5732564800.00,s
11679,5732575900.00,_
11680,5732587000.00,c
11681,5732598000.00,o
11682,5732609100.00,r
11683,5732620200.00,e
11684,5732631300.00,:
11685,5732642400.00,[20]
11686,5732653400.00,S
11687,5732664500.00,o
11688,5732675600.00,f
11689,5732686700.00,t
11690,5732697800.00,w
11691,5732708900.00,a
11692,5732720000.00,r
11693,5732731100.00,e
11694,5732742200.00,[20]
11695,5732753200.00,v
11696,5732764300.00,e
11697,5732775400.00,r
11698,5732786500.00,.
11699,5732797500.00,[20]
11700,5732808600.00,5
11701,5732819700.00,.
11702,5732830800.00,3
11703,5732841900.00,.
11704,5732852900.00,6
11705,5732864000.00,[20]
11706,5732875100.00,-
11707,5732886200.00,[20]
11708,5732897200.00,C
11709,5732908300.00,o
11710,5732919400.00,p
11711,5732930400.00,y
11712,5732941600.00,r
11713,5732952600.00,i
11714,5732963700.00,g
11715,5732974800.00,h
11716,5732985800.00,t
11717,5732996900.00,[20]
11718,5733008000.00,2
11719,5733019100.00,0
11720,5733030100.00,0
11721,5733041200.00,5
11722,5733052300.00,-
11723,5733063300.00,2
11724,5733074500.00,0
11725,5733085500.00,0
11726,5733096600.00,7
11727,5733107700.00,[20]
11728,5733118700.00,R
11729,5733129900.00,o
11730,5733141000.00,d
11731,5733152100.00,o
11732,5733163200.00,l
11733,5733174200.00,f
11734,5733185300.00,o
11735,5733196400.00,[20]
11736,5733207400.00,G
11737,5733218600.00,i
11738,5733229600.00,o
11739,5733240700.00,m
11740,5733251800.00,e
11741,5733262900.00,t
11742,5733273900.00,t
11743,5733285000.00,i
11744,5733296100.00,[20]
11745,5733307200.00,<
11746,5733318300.00,g
11747,5733329300.00,i
11748,5733340400.00,o
11749,5733351500.00,m
11750,5733362500.00,e
11751,5733373700.00,t
11752,5733384700.00,t
11753,5733395800.00,i
11754,5733406900.00,@
11755,5733417900.00,l
11756,5733429000.00,i
11757,5733440100.00,n
11758,5733451200.00,u
11759,5733462300.00,x
11760,5733473300.00,.
11761,5733484400.00,i
11762,5733495400.00,t
11763,5733506600.00,>
11764,5733517600.00,[0D]
11765,5733528700.00,[0A]
11766,5733545600.00,[
11767,5733556700.00,[20]
11768,5733567800.00,[20]
11769,5733578900.00,[20]
11770,5733590000.00,[20]
11771,5733601000.00,0
11772,5733612100.00,.
11773,5733623200.00,2
11774,5733634300.00,3
11775,5733645400.00,5
11776,5733656400.00,8
11777,5733667600.00,1
11778,5733678600.00,7
11779,5733689700.00,]
11780,5733700800.00,[20]
11781,5733711800.00,P
11782,5733722900.00,T
11783,5733734000.00,P
11784,5733745100.00,[20]
11785,5733756200.00,c
11786,5733767200.00,l
11787,5733778400.00,o
11788,5733789400.00,c
11789,5733800500.00,k
11790,5733811600.00,[20]
11791,5733822600.00,s
11792,5733833700.00,u
11793,5733844800.00,p
11794,5733855900.00,p
11795,5733866900.00,o
11796,5733878000.00,r
11797,5733889100.00,t
11798,5733900200.00,[20]
11799,5733911300.00,r
11800,5733922500.00,e
11801,5733933500.00,g
11802,5733944600.00,i
11803,5733955700.00,s
11804,5733966700.00,t
11805,5733977900.00,e
11806,5733988900.00,r
11807,5734000000.00,e
11808,5734011100.00,d
11809,5734022100.00,[0D]
11810,5734033300.00,[0A]
11811,5734646800.00,[
11812,5734657900.00,[20]
11813,5734669000.00,[20]
11814,5734680100.00,[20]
11815,5734691200.00,[20]
11816,5734702300.00,0
11817,5734713300.00,.
11818,5734724500.00,2
11819,5734735600.00,3
11820,5734746600.00,6
11821,5734757800.00,9
11822,5734768800.00,1
11823,5734779900.00,6
11824,5734791000.00,]
11825,5734802000.00,[20]
11826,5734813200.00,i
11827,5734824200.00,o
11828,5734835300.00,n
11829,5734846400.00,_
11830,5734857400.00,d
11831,5734868500.00,u
11832,5734879600.00,m
11833,5734890700.00,m
11834,5734901800.00,y
11835,5734912800.00,:
11836,5734923900.00,[20]
11837,5734935000.00,n
11838,5734946100.00,o
11839,5734957100.00,t
11840,5734968300.00,[20]
