Id,Time[ns],0:UART: RX/TX
257,1687074300.00,r
258,1687085200.00,c
259,1687096100.00,:
260,1687107000.00,[20]
261,1687117900.00,0
262,1687128900.00,[0D]
263,1687139800.00,[0A]
264,1774716900.00,N
265,1774727800.00,O
266,1774738700.00,T
267,1774749600.00,I
268,1774760500.00,C
269,1774771500.00,E
270,1774782400.00,:
271,1774793300.00,[20]
272,1774804200.00,[20]
273,1774815100.00,e
274,1774826000.00,M
275,1774837000.00,M
276,1774847900.00,C
277,1774858800.00,[20]
278,1774869700.00,:
279,1774880600.00,[20]
280,1774891600.00,0
281,1774902500.00,x
282,1774913400.00,d
283,1774924300.00,6
284,1774935200.00,[0D]
285,1774946100.00,[0A]
286,1934735900.00,N
287,1934746900.00,O
288,1934757800.00,T
289,1934768700.00,I
290,1934779600.00,C
291,1934790500.00,E
292,1934801400.00,:
293,1934812400.00,[20]
294,1934823300.00,[20]
295,1934834200.00,B
296,1934845100.00,L
297,1934856000.00,1
298,1934867000.00,:
299,1934877900.00,[20]
300,1934888800.00,B
301,1934899700.00,o
302,1934910600.00,o
303,1934921500.00,t
304,1934932500.00,i
305,1934943400.00,n
306,1934954300.00,g
307,1934965200.00,[20]
308,1934976100.00,B
309,1934987000.00,L
310,1934998000.00,2
311,1935008900.00,[0D]
312,1935019800.00,[0A]
313,1970942200.00,A
314,1970953100.00,u
315,1970964000.00,t
316,1970975000.00,h
317,1970985900.00,[20]
318,1970996800.00,p
319,1971007700.00,a
320,1971018600.00,s
321,1971029500.00,s
322,1971040500.00,[0D]
323,1971051400.00,[0A]
324,1971062300.00,N
325,1971073200.00,O
326,1971084100.00,T
327,1971095100.00,I
328,1971106000.00,C
329,1971116900.00,E
330,1971127800.00,:
331,1971138700.00,[20]
332,1971149600.00,[20]
333,1971160600.00,b
334,1971171500.00,l
335,1971182400.00,1
336,1971193300.00,_
337,1971204200.00,m
338,1971215200.00,a
339,1971226100.00,i
340,1971237000.00,n
341,1971247900.00,[20]
342,1971258800.00,e
343,1971269700.00,x
344,1971280700.00,i
345,1971291600.00,t
346,1971302500.00,[0D]
347,1971313400.00,[0A]
348,1971327400.00,S
349,1971338800.00,P
350,1971350400.00,L
351,1971361900.00,[20]
352,1971373400.00,c
353,1971385000.00,o
354,1971396500.00,l
355,1971408000.00,d
356,1971419500.00,[20]
357,1971431100.00,b
358,1971442500.00,o
359,1971454100.00,o
360,1971465600.00,t
361,1971477100.00,[20]
362,1971488600.00,f
363,1971500200.00,l
364,1971511700.00,o
365,1971523200.00,w
366,1971534300.00,[0D]
367,1971545500.00,[0A]
368,1971557300.00,c
369,1971568900.00,h
370,1971580400.00,e
371,1971591900.00,c
372,1971603400.00,k
373,1971615000.00,_
374,1971626400.00,r
375,1971638000.00,e
376,1971649500.00,s
377,1971661000.00,e
378,1971672500.00,t
379,1971684100.00,_
380,1971695600.00,s
381,1971707100.00,t
382,1971718600.00,a
383,1971730100.00,t
384,1971741600.00,e
385,1971753200.00,[20]
386,1971764700.00,(
387,1971776300.00,0
388,1971788100.00,)
389,1971799600.00,:
390,1971811100.00,[20]
391,1971822700.00,w
392,1971834200.00,a
393,1971845700.00,k
394,1971857200.00,e
395,1971868700.00,u
396,1971880200.00,p
397,1971891800.00,[20]
398,1971903300.00,a
399,1971914800.00,d
400,1971926400.00,d
401,1971937800.00,r
402,1971949400.00,e
403,1971960900.00,s
404,1971972400.00,s
405,1971983900.00,[20]
406,1971995500.00,=
407,1972007000.00,[20]
408,1972018500.00,0
409,1972030000.00,x
410,1972041400.00,0
411,1972053200.00,,
412,1972064700.00,[20]
413,1972076200.00,h
414,1972087700.00,w
415,1972099300.00,[20]
416,1972110800.00,w
417,1972122300.00,a
418,1972133900.00,k
419,1972145300.00,e
420,1972156900.00,u
421,1972168400.00,p
422,1972179900.00,[20]
423,1972191400.00,s
424,1972203000.00,t
425,1972214500.00,a
426,1972226000.00,t
427,1972237600.00,u
428,1972249100.00,s
429,1972260500.00,[20]
430,1972272100.00,=
431,1972283600.00,[20]
432,1972295100.00,0
433,1972306700.00,x
434,1972318000.00,0
435,1972329800.00,,
436,1972341400.00,[20]
437,1972352900.00,w
438,1972364400.00,a
439,1972375900.00,k
440,1972387400.00,e
441,1972398900.00,u
442,1972410500.00,p
443,1972422000.00,[20]
444,1972433500.00,s
445,1972445100.00,r
446,1972456500.00,c
447,1972468000.00,=
448,1972479600.00,0
449,1972491100.00,x
450,1972503600.00,1
451,1972515200.00,0
452,1972526800.00,0
453,1972538200.00,[0D]
454,1972549400.00,[0A]
455,1972560700.00,p
456,1972572300.00,a
457,1972583800.00,t
458,1972595300.00,c
459,1972606900.00,h
460,1972618300.00,[20]
461,1972629800.00,f
462,1972641400.00,o
463,1972652900.00,r
464,1972664400.00,[20]
465,1972676000.00,s
466,1972687500.00,y
467,1972699000.00,s
468,1972710500.00,_
469,1972722100.00,p
470,1972733500.00,l
471,1972745100.00,l
472,1972756600.00,[20]
473,1972768100.00,1
474,1972779600.00,2
475,1972791200.00,0
476,1972802700.00,0
477,1972814200.00,[20]
478,1972825700.00,w
479,1972837200.00,i
480,1972848700.00,t
481,1972860300.00,h
482,1972871800.00,[20]
483,1972883300.00,1
484,1972894900.00,0
485,1972906400.00,0
486,1972917900.00,M
487,1972929400.00,[20]
488,1972940900.00,e
489,1972952400.00,t
490,1972963900.00,h
491,1972975100.00,[0D]
492,1972986300.00,[0A]
493,1972998100.00,S
494,1973009700.00,F
495,1973021100.00,L
496,1973032600.00,O
497,1973044200.00,W
498,1973055700.00,_
499,1973067200.00,I
500,1973078800.00,N
501,1973090300.00,I
502,1973101800.00,T
503,1973112900.00,[0D]
504,1973124200.00,[0A]
505,1973245800.00,C
506,1973257200.00,H
507,1973268700.00,I
508,1973280200.00,P
509,1973291800.00,[20]
510,1973303300.00,I
511,1973314800.00,D
512,1973326300.00,:
513,1973340800.00,P
514,1973352600.00,B
515,1973364400.00,S
516,1973375400.00,4
517,1973386500.00,3
518,1973398300.00,0
519,1973410100.00,/
520,1973421600.00,W
521,1973433100.00,A
522,1973444700.00,F
523,1973456200.00,E
524,1973467700.00,R
525,1973479200.00,:
526,1973490700.00,[20]
527,1973502200.00,W
528,1973522000.00,1
529,1973533500.00,8
530,1973545200.00,/
531,1973556800.00,[20]
532,1973568300.00,X
533,1973579800.00,:
534,1973591300.00,[20]
535,1973602900.00,X
536,1973618900.00,0
537,1973630500.00,5
538,1973642300.00,/
539,1973653900.00,[20]
540,1973665400.00,Y
541,1973676900.00,:
542,1973688500.00,[20]
543,1973700000.00,Y
544,1973718200.00,2
545,1973729700.00,5
546,1973741100.00,[0D]
547,1973752300.00,[0A]
548,1973763800.00,s
549,1973775300.00,e
550,1973786800.00,c
551,1973798400.00,o
552,1973809900.00,n
553,1973821400.00,d
554,1973833000.00,a
555,1973844500.00,r
556,1973855900.00,y
557,1973867500.00,_
558,1973879000.00,j
559,1973890500.00,u
560,1973902100.00,m
561,1973913600.00,p
562,1973925100.00,_
563,1973936600.00,t
564,1973948100.00,o
565,1973959600.00,_
566,1973971200.00,s
567,1973982700.00,p
568,1973994200.00,l
569,1974005700.00,:
570,1974017300.00,[20]
571,1974028700.00,s
572,1974040300.00,e
573,1974051800.00,c
574,1974063300.00,u
575,1974074800.00,r
576,1974086400.00,e
577,1974097900.00,[20]
578,1974109400.00,c
579,1974121000.00,h
580,1974132400.00,i
581,1974143900.00,p
582,1974155500.00,[20]
583,1974167000.00,f
584,1974178500.00,l
585,1974190100.00,o
586,1974201600.00,w
587,1974212700.00,[0D]
588,1974224000.00,[0A]
589,1976236100.00,X
590,1976247500.00,3
591,1976259100.00,[20]
592,1976270600.00,S
593,1976282100.00,P
594,1976293600.00,L
595,1976305200.00,[20]
596,1976316700.00,:
597,1976328200.00,[20]
598,1976339800.00,s
599,1976351200.00,e
600,1976362700.00,c
601,1976374300.00,o
602,1976385800.00,n
603,1976397300.00,d
604,1976408900.00,a
605,1976420300.00,r
606,1976431800.00,y
607,1976443400.00,[20]
608,1976454900.00,c
609,1976466400.00,o
610,1976478000.00,r
611,1976489500.00,e
612,1976501000.00,[20]
613,1976512500.00,w
614,1976524100.00,a
615,1976535500.00,k
616,1976547100.00,e
617,1976558600.00,[20]
618,1976570100.00,u
619,1976581600.00,p
620,1976593200.00,[20]
621,1976604700.00,a
622,1976616200.00,n
623,1976627700.00,d
624,1976639200.00,[20]
625,1976650700.00,j
626,1976662300.00,u
627,1976673800.00,m
628,1976685300.00,p
629,1976696900.00,[20]
630,1976708300.00,t
631,1976719800.00,o
632,1976731400.00,[20]
633,1976742900.00,s
634,1976754400.00,p
635,1976766000.00,l
636,1976777500.00,[20]
637,1976789000.00,d
638,1976800500.00,o
639,1976812000.00,n
640,1976823500.00,e
641,1976835100.00,[20]
642,1976846600.00,(
643,1976858100.00,c
644,1976869600.00,p
645,1976881200.00,u
646,1976892700.00,_
647,1976904200.00,c
648,1976915700.00,o
649,1976927200.00,r
650,1976938700.00,e
651,1976950300.00,_
652,1976961800.00,c
653,1976973300.00,f
654,1976984800.00,g
655,1976996300.00,=
656,1977007900.00,0
657,1977019700.00,)
658,1977030800.00,[0D]
659,1977042100.00,[0A]
660,1977053900.00,S
661,1977065400.00,F
662,1977076900.00,L
663,1977088500.00,O
664,1977100000.00,W
665,1977111500.00,_
666,1977123100.00,F
667,1977134500.00,I
668,1977146000.00,N
669,1977157600.00,_
670,1977169100.00,H
671,1977180600.00,W
672,1977192200.00,_
673,1977203700.00,A
674,1977214800.00,[0D]
675,1977226100.00,[0A]
676,1977237200.00,[0D]
677,1977248300.00,[0A]
678,1977259500.00,U
679,1977270600.00,-
680,1977281700.00,B
681,1977292800.00,o
682,1977303900.00,o
683,1977315100.00,t
684,1977326200.00,[20]
685,1977337300.00,S
686,1977348400.00,P
687,1977359500.00,L
688,1977370700.00,[20]
689,1977381800.00,2
690,1977392900.00,0
691,1977404000.00,1
692,1977415200.00,8
693,1977426300.00,.
694,1977437500.00,0
695,1977448600.00,9
696,1977459700.00,-
697,1977470800.00,g
698,1977481900.00,4
699,1977493100.00,c
700,1977504200.00,a
701,1977515300.00,8
702,1977526400.00,5
703,1977537600.00,1
704,1977548700.00,5
705,1977559800.00,3
706,1977570900.00,4
707,1977582000.00,c
708,1977593200.00,-
709,1977604300.00,d
710,1977615400.00,i
711,1977626500.00,r
712,1977637600.00,t
713,1977648800.00,y
714,1977659900.00,[20]
715,1977671100.00,(
716,1977682200.00,M
717,1977693300.00,a
718,1977704400.00,y
719,1977715600.00,[20]
720,1977726700.00,1
721,1977737800.00,1
722,1977748900.00,[20]
723,1977760000.00,2
724,1977771200.00,0
725,1977782300.00,2
726,1977793400.00,2
727,1977804500.00,[20]
728,1977815600.00,-
729,1977826800.00,[20]
730,1977837900.00,2
731,1977849000.00,0
732,1977860100.00,:
733,1977871200.00,0
734,1977882400.00,9
735,1977893600.00,:
736,1977904700.00,5
737,1977915800.00,0
738,1977926900.00,[20]
739,1977938000.00,+
740,1977949200.00,0
741,1977960300.00,8
742,1977971400.00,0
743,1977982500.00,0
744,1977993700.00,)
745,1978004800.00,[0D]
746,1978016000.00,[0A]
747,1978027200.00,S
748,1978038300.00,P
749,1978049400.00,A
750,1978060500.00,C
751,1978071600.00,C
752,1978082800.00,[20]
753,1978093900.00,I
754,1978105000.00,n
755,1978116100.00,i
756,1978127200.00,t
757,1978138400.00,[20]
758,1978149500.00,-
759,1978160700.00,[20]
760,1978171800.00,I
761,1978182900.00,D
762,1978194000.00,:
763,1978205200.00,[20]
764,1978216300.00,(
765,1978227700.00,0
766,1978238900.00,0
767,1978250100.00,0
768,1978261300.00,0
769,1978272500.00,0
770,1978283800.00,0
771,1978294900.00,6
772,1978306100.00,1
773,1978317300.00,)
774,1978328500.00,[0D]
775,1978339600.00,[0A]
776,1978350800.00,S
777,1978361900.00,P
778,1978373100.00,L
779,1978384200.00,[20]
780,1978395300.00,e
781,1978406400.00,m
782,1978417500.00,m
783,1978428700.00,c
784,1978439800.00,[20]
785,1978450900.00,b
786,1978462000.00,o
787,1978473200.00,o
788,1978484300.00,t
789,1978495400.00,[20]
790,1978506500.00,m
791,1978517600.00,o
792,1978528800.00,d
793,1978539900.00,e
794,1978551000.00,[20]
795,1978562100.00,(
796,1978573200.00,f
797,1978584400.00,r
798,1978595500.00,o
799,1978606600.00,m
800,1978617700.00,[20]
801,1978628800.00,s
802,1978640000.00,t
803,1978651200.00,r
804,1978662300.00,a
805,1978673400.00,p
806,1978684500.00,)
807,1978695700.00,[0D]
808,1978706800.00,[0A]
809,1978718000.00,e
810,1978729100.00,m
811,1978740300.00,m
812,1978751400.00,c
813,1978762500.00,:
814,1978773600.00,[20]
815,1978784700.00,w
816,1978795900.00,i
817,1978807000.00,d
818,1978818100.00,t
819,1978829200.00,h
820,1978840400.00,[20]
821,1978851500.00,=
822,1978862600.00,[20]
823,1978873700.00,4
824,1978884800.00,,
825,1978895900.00,[20]
826,1978907000.00,m
827,1978918100.00,c
828,1978929300.00,l
829,1978940400.00,k
830,1978951500.00,[20]
831,1978962600.00,=
832,1978973700.00,[20]
833,1978984800.00,4
834,1978995900.00,8
835,1979007000.00,0
836,1979018200.00,0
837,1979029300.00,0
838,1979040400.00,0
839,1979051500.00,0
840,1979062600.00,0
841,1979073800.00,,
842,1979085000.00,[20]
843,1979096100.00,s
844,1979107300.00,c
845,1979118400.00,l
846,1979129500.00,k
847,1979140600.00,[20]
848,1979151700.00,=
849,1979162900.00,[20]
850,1979173900.00,2
851,1979185000.00,4
852,1979196200.00,0
853,1979207200.00,0
854,1979218300.00,0
855,1979229500.00,0
856,1979240600.00,0
857,1979251700.00,0
858,1979262800.00,[0D]
859,1979273900.00,[0A]
860,1998122500.00,d
861,1998133700.00,d
862,1998144800.00,r
863,1998156000.00,_
864,1998167100.00,t
865,1998178200.00,y
866,1998189300.00,p
867,1998200400.00,e
868,1998211600.00,[20]
869,1998222700.00,=
870,1998233800.00,[20]
871,1998244900.00,1
872,1998256200.00,[20]
873,1998267300.00,(
874,1998278400.00,L
875,1998289500.00,P
876,1998300600.00,D
877,1998311700.00,D
878,1998322800.00,R
879,1998333900.00,4
880,1998345000.00,)
881,1998356100.00,[0D]
882,1998367300.00,[0A]
883,1998378300.00,h
884,1998389400.00,b
885,1998400600.00,_
886,1998411700.00,c
887,1998422800.00,h
888,1998433900.00,i
889,1998445000.00,p
890,1998456200.00,_
891,1998467300.00,p
892,1998478400.00,a
893,1998489500.00,c
894,1998500600.00,k
895,1998511800.00,a
896,1998522900.00,g
897,1998534000.00,e
898,1998545100.00,_
899,1998556300.00,t
900,1998567400.00,y
901,1998578600.00,p
902,1998589700.00,e
903,1998600800.00,:
904,1998611900.00,3
905,1998623000.00,[0D]
906,1998634100.00,[0A]
907,1999049700.00,d
908,1999060900.00,d
909,1999072000.00,r
910,1999083200.00,_
911,1999094300.00,h
912,1999105400.00,d
913,1999116500.00,r
914,1999127600.00,.
915,1999138800.00,e
916,1999149900.00,c
917,1999161000.00,c
918,1999172100.00,_
919,1999183200.00,g
920,1999194400.00,r
921,1999205500.00,a
922,1999216600.00,n
923,1999227800.00,:
924,1999238900.00,[20]
925,1999250000.00,0
926,1999261200.00,x
927,1999272400.00,0
928,1999283400.00,[0D]
929,1999294500.00,[0A]
930,1999305800.00,d
931,1999316900.00,d
932,1999328000.00,r
933,1999339100.00,_
934,1999350300.00,h
935,1999361400.00,d
936,1999372500.00,r
937,1999383600.00,.
938,1999394800.00,e
939,1999405900.00,c
940,1999417000.00,c
941,1999428100.00,_
942,1999439200.00,m
943,1999450400.00,a
944,1999461500.00,p
945,1999472600.00,:
946,1999483700.00,[20]
947,1999494900.00,0
948,1999506000.00,x
949,1999517200.00,0
950,1999528300.00,[0D]
951,1999539400.00,[0A]
952,1999550700.00,d
953,1999561800.00,d
954,1999572900.00,r
955,1999584000.00,_
956,1999595100.00,h
957,1999606300.00,d
958,1999617400.00,r
959,1999628500.00,.
960,1999639600.00,s
961,1999650700.00,b
962,1999661900.00,r
963,1999673000.00,_
964,1999684100.00,p
965,1999695200.00,a
966,1999706300.00,t
967,1999717500.00,t
968,1999728600.00,e
969,1999739700.00,r
970,1999750900.00,n
971,1999762000.00,0
972,1999773100.00,:
973,1999784300.00,[20]
974,1999795400.00,0
975,1999806500.00,x
976,1999831500.00,1
977,1999842600.00,3
978,1999853700.00,f
979,1999864800.00,f
980,1999875900.00,f
981,1999887100.00,8
982,1999898200.00,2
983,1999909400.00,e
984,1999920400.00,[0D]
985,1999931500.00,[0A]
986,1999942700.00,d
987,1999953900.00,d
988,1999965000.00,r
989,1999976100.00,_
990,1999987200.00,h
991,1999998300.00,d
992,2000009500.00,r
993,2000020600.00,.
994,2000031700.00,s
995,2000042800.00,b
996,2000053900.00,r
997,2000065100.00,_
998,2000076200.00,p
999,2000087300.00,a
1000,2000098500.00,t
1001,2000109600.00,t
1002,2000120700.00,e
1003,2000131900.00,r
1004,2000143000.00,n
1005,2000154100.00,1
1006,2000165200.00,:
1007,2000176300.00,[20]
1008,2000187500.00,0
1009,2000198600.00,x
1010,2000217300.00,e
1011,2000228400.00,5
1012,2000239500.00,6
1013,2000250700.00,2
1014,2000261800.00,a
1015,2000273000.00,0
1016,2000284100.00,9
1017,2000295200.00,1
1018,2000306300.00,[0D]
1019,2000317400.00,[0A]
1020,2000370000.00,d
1021,2000381100.00,d
1022,2000392300.00,r
1023,2000403500.00,_
1024,2000414600.00,f
1025,2000425700.00,r
1026,2000436800.00,e
1027,2000447900.00,q
1028,2000459100.00,[20]
1029,2000470200.00,=
1030,2000481300.00,[20]
1031,2000492500.00,0
1032,2000503700.00,5
1033,2000514700.00,[0D]
1034,2000525900.00,[0A]
1035,2000536900.00,b
1036,2000548000.00,o
1037,2000559100.00,a
1038,2000570300.00,r
1039,2000581400.00,d
1040,2000592500.00,[20]
1041,2000603600.00,i
1042,2000614800.00,d
1043,2000625900.00,[20]
1044,2000637100.00,=
1045,2000648200.00,[20]
1046,2000662000.00,3
1047,2000673100.00,1
1048,2000684300.00,5
1049,2000695400.00,4
1050,2000706600.00,0
1051,2000717700.00,3
1052,2000728800.00,3
1053,2000739900.00,4
1054,2000751000.00,[0D]
1055,2000762100.00,[0A]
1056,2000773200.00,d
1057,2000784300.00,d
1058,2000795400.00,r
1059,2000806500.00,[20]
1060,2000817600.00,d
1061,2000828800.00,a
1062,2000840000.00,t
1063,2000851100.00,a
1064,2000862200.00,r
1065,2000873300.00,a
1066,2000884400.00,t
1067,2000895600.00,e
1068,2000906700.00,:
1069,2000917800.00,[20]
1070,2000929000.00,3
1071,2000940100.00,2
1072,2000951300.00,0
1073,2000962400.00,0
1074,2000973500.00,[0D]
1075,2000984600.00,[0A]
1076,2000995700.00,#
1077,2001006900.00,#
1078,2001018000.00,#
1079,2001029200.00,[20]
1080,2001040300.00,S
1081,2001051400.00,A
1082,2001062500.00,M
1083,2001073600.00,S
1084,2001084800.00,U
1085,2001095900.00,N
1086,2001107100.00,G
1087,2001118200.00,[20]
1088,2001129300.00,D
1089,2001140400.00,D
1090,2001151600.00,R
1091,2001162700.00,[20]
1092,2001173800.00,#
1093,2001184900.00,#
1094,2001196000.00,#
1095,2001207200.00,[0D]
1096,2001218300.00,[0A]
1097,2001229400.00,n
1098,2001240500.00,o
1099,2001251600.00,[20]
1100,2001262800.00,d
1101,2001273900.00,d
1102,2001285000.00,r
1103,2001296100.00,[20]
1104,2001307300.00,p
1105,2001318400.00,i
1106,2001329600.00,n
1107,2001340700.00,[20]
1108,2001351800.00,s
1109,2001362900.00,e
1110,2001374000.00,t
1111,2001385200.00,[0D]
1112,2001396400.00,[0A]
1113,2001407400.00,d
1114,2001418500.00,e
1115,2001429600.00,t
1116,2001440800.00,e
1117,2001451900.00,c
1118,2001463000.00,t
1119,2001474100.00,[20]
1120,2001485300.00,p
1121,2001496400.00,a
1122,2001507500.00,r
1123,2001518700.00,t
1124,2001529800.00,[20]
1125,2001540900.00,n
1126,2001552000.00,u
1127,2001563200.00,m
1128,2001574300.00,b
1129,2001585400.00,e
1130,2001596500.00,r
1131,2001607700.00,:
1132,2001618800.00,[20]
1133,2001629900.00,1
1134,2001641000.00,0
1135,2001652100.00,8
1136,2001663200.00,[0D]
1137,2001674300.00,[0A]
1138,2001685400.00,d
1139,2001696500.00,e
1140,2001707600.00,t
1141,2001718700.00,e
1142,2001729900.00,c
1143,2001741000.00,t
1144,2001752200.00,[20]
1145,2001763300.00,d
1146,2001774400.00,d
1147,2001785500.00,r
1148,2001796600.00,[20]
1149,2001807800.00,f
1150,2001818900.00,r
1151,2001830000.00,e
1152,2001841100.00,q
1153,2001852300.00,:
1154,2001863400.00,[20]
1155,2001874500.00,c
1156,2001885600.00,8
1157,2001896700.00,0
1158,2001907800.00,[0D]
1159,2001919000.00,[0A]
1160,2001930100.00,b
1161,2001941200.00,o
1162,2001952300.00,a
1163,2001963500.00,r
1164,2001974700.00,d
1165,2001985800.00,[20]
1166,2001996900.00,i
1167,2002008000.00,d
1168,2002019100.00,[20]
1169,2002030300.00,a
1170,2002041400.00,l
1171,2002052500.00,t
1172,2002063600.00,e
1173,2002074700.00,r
1174,2002085900.00,n
1175,2002097000.00,a
1176,2002108100.00,t
1177,2002119200.00,i
1178,2002130300.00,v
1179,2002141500.00,e
1180,2002152600.00,:
1181,2002163800.00,0
1182,2002174900.00,x
1183,2002186000.00,3
1184,2002197000.00,[0D]
1185,2002208100.00,[0A]
1186,2002219300.00,i
1187,2002230400.00,n
1188,2002241500.00,d
1189,2002252600.00,e
1190,2002263700.00,x
1191,2002274900.00,[20]
1192,2002286000.00,i
1193,2002297100.00,s
1194,2002308200.00,[20]
1195,2002319400.00,1
1196,2002330500.00,2
1197,2002341600.00,[0D]
1198,2002352700.00,[0A]
1199,2002363800.00,i
1200,2002374900.00,n
